Rank,Club,Country,Level,Elo,From,To
None,BATE,BLR,1,1338.16210938,2022-03-21,2022-07-06
None,Tromso,NOR,1,1338.09631348,2022-03-18,2022-04-03
None,Radomiak,POL,1,1337.68615723,2022-03-21,2022-04-03
None,Aberdeen,SCO,1,1337.16381836,2022-03-20,2022-04-02
None,Hibernian,SCO,1,1336.31030273,2022-03-20,2022-04-02
None,Sepsi,ROM,1,1334.61779785,2022-03-21,2022-04-04
None,Vaduz,LIE,0,1334.57922363,2022-03-18,2022-07-19
None,Vicenza,ITA,2,1334.42016602,2022-03-21,2022-04-03
None,Giannina,GRE,1,1329.3684082,2022-03-21,2022-04-03
None,Maribor,SVN,1,1329.04345703,2022-03-20,2022-04-02
None,Cherno More,BUL,1,1328.44934082,2022-03-21,2022-04-04
None,Warta,POL,1,1326.83239746,2022-03-19,2022-04-02
None,Sandefjord,NOR,1,1326.11047363,2022-03-18,2022-04-03
None,Cracovia,POL,1,1325.56384277,2022-03-21,2022-04-01
None,Goeztepe,TUR,1,1325.13830566,2022-03-20,2022-04-03
None,Kisvarda,HUN,1,1325.04846191,2022-03-20,2022-04-02
None,US Quevilly,FRA,2,1323.15222168,2022-03-20,2022-04-02
None,Mura,SVN,1,1321.58459473,2022-03-20,2022-04-03
None,Slaven Belupo,CRO,1,1320.94055176,2022-03-21,2022-04-04
None,Livingston,SCO,1,1320.86303711,2022-03-20,2022-04-02
None,Plock,POL,1,1320.62744141,2022-03-20,2022-04-04
None,Slask,POL,1,1320.41137695,2022-03-20,2022-04-01
None,Botosani,ROM,1,1320.21655273,2022-03-19,2022-04-02
None,Varbergs,SWE,1,1318.59838867,2021-12-09,2022-04-03
None,Rizespor,TUR,1,1317.75378418,2022-03-19,2022-04-03
None,Bohemians Praha,CZE,1,1316.98278809,2022-03-20,2022-04-03
None,OFI,GRE,1,1316.38867188,2022-03-20,2022-04-02
None,Puskas Akademia,HUN,1,1316.11083984,2022-03-20,2022-04-03
None,Rukh Lviv,UKR,1,1315.58312988,2021-12-12,2022-07-20
None,H Tel Aviv,ISR,1,1313.15405273,2022-03-20,2022-04-02
None,Altay,TUR,1,1313.09729004,2022-03-21,2022-04-02
None,Paksi,HUN,1,1312.05700684,2022-03-21,2022-04-02
None,Lok Plovdiv,BUL,1,1310.23925781,2022-03-19,2022-04-03
None,Veres,UKR,1,1310.21911621,2021-12-12,2022-07-20
None,Lausanne,SUI,1,1308.92199707,2022-03-21,2022-04-03
None,Hapoel Eran Hadera,ISR,1,1308.53015137,2022-03-22,2022-04-03
None,IK Sirius,SWE,1,1307.43554688,2021-12-09,2022-04-03
None,Hradec Kralove,CZE,1,1306.7409668,2022-03-21,2022-04-03
None,Kairat,KAZ,0,1305.7355957,2021-12-10,2022-07-06
None,Levski,BUL,1,1303.17810059,2022-03-20,2022-04-03
None,Kuopio,FIN,0,1303.0411377,2021-12-10,2022-07-06
None,Jagiellonia,POL,1,1302.76721191,2022-03-20,2022-04-03
None,Alessandria,ITA,2,1302.41113281,2022-03-20,2022-04-02
None,Vejle,DEN,1,1302.01135254,2022-03-21,2022-04-03
None,Bnei Sakhinin,ISR,1,1301.93164062,2022-03-20,2022-04-02
None,Cosenza,ITA,2,1300.75952148,2022-03-20,2022-04-02
None,Dinamo Minsk,BLR,1,1299.48596191,2022-03-19,2022-07-06
None,Ross County,SCO,1,1298.67041016,2022-03-20,2022-04-02
None,Stal Mielec,POL,1,1296.70031738,2022-03-21,2022-04-01
None,Videoton,HUN,1,1296.31860352,2022-03-20,2022-04-02
None,Voluntari,ROM,1,1295.98840332,2022-03-19,2022-04-02
None,Arges Pitesti,ROM,1,1293.47949219,2022-03-21,2022-04-04
None,Seraing,BEL,1,1292.87524414,2022-03-20,2022-04-02
None,Ionikos,GRE,1,1291.6373291,2022-03-20,2022-04-02
None,Dundee United,SCO,1,1290.45800781,2022-03-20,2022-04-02
None,NFC Volos,GRE,1,1289.58740234,2022-03-20,2022-04-02
None,Atromitos,GRE,1,1289.40917969,2022-03-20,2022-04-02
None,Kiryat Shmona,ISR,1,1289.12182617,2022-03-21,2022-04-03
None,SonderjyskE,DEN,1,1288.99121094,2022-03-21,2022-04-01
None,Neftchi,AZE,0,1287.68078613,2022-02-25,2022-07-05
None,Malatyaspor,TUR,1,1287.37890625,2022-03-20,2022-04-04
None,St Mirren,SCO,1,1287.26623535,2022-03-20,2022-04-02
None,Lubin,POL,1,1285.8248291,2022-03-19,2022-04-03
None,Domzale,SVN,1,1285.56237793,2022-03-21,2022-04-02
None,Motherwell,SCO,1,1284.49023438,2022-03-20,2022-04-02
None,Beerschot AC,BEL,1,1281.70751953,2022-03-21,2022-04-01
None,Sfintul Gheorghe,MOL,0,1281.65319824,2022-02-25,2022-07-06
None,Botev Plovdiv,BUL,1,1281.46191406,2022-03-21,2022-04-03
None,Pardubice,CZE,1,1278.96447754,2022-03-20,2022-04-03
None,Zalaegerszegi,HUN,1,1278.89953613,2022-03-20,2022-04-02
None,Inhulets,UKR,1,1276.40209961,2021-12-11,2022-07-20
None,Olimpija Ljubljana,SVN,1,1276.03088379,2022-03-21,2022-04-03
None,Tescoma Zlin,CZE,1,1275.97314453,2022-03-20,2022-04-02
None,Inter Baku,AZE,0,1275.86499023,2022-02-25,2022-07-01
None,Pordenone,ITA,2,1275.70812988,2022-03-21,2022-04-02
None,Hapoel Haifa,ISR,1,1273.05407715,2022-03-21,2022-04-02
None,Nis,SRB,1,1271.26928711,2022-03-20,2022-04-02
None,Wisla,POL,1,1270.79101562,2022-03-19,2022-04-03
None,Panetolikos,GRE,1,1269.95617676,2022-03-20,2022-04-02
None,Ashdod,ISR,1,1269.65478516,2022-03-20,2022-04-03
None,St Johnstone,SCO,1,1269.02685547,2022-03-20,2022-04-02
None,Teplice,CZE,1,1266.11462402,2022-03-21,2022-04-02
None,Degerfors,SWE,1,1265.87194824,2021-12-09,2022-04-04
None,UTA Arad,ROM,1,1263.38000488,2022-03-19,2022-04-02
None,Tobol,KAZ,0,1263.00769043,2021-12-10,2022-07-06
None,FC Lviv,UKR,1,1262.8651123,2021-12-12,2022-07-20
None,Novi Sad,SRB,1,1262.25280762,2022-03-20,2022-04-02
None,Backa Topola,SRB,1,1262.07873535,2022-03-19,2022-04-02
None,HJK Helsinki,FIN,0,1260.65466309,2021-12-10,2022-07-06
None,Sumqayit,AZE,0,1259.95373535,2022-02-25,2022-07-01
None,Honved,HUN,1,1259.37609863,2022-03-21,2022-04-02
None,Ujpest,HUN,1,1258.92773438,2022-03-21,2022-04-03
None,Karagandy,KAZ,0,1258.35229492,2021-12-10,2022-07-01
None,Metalist 1925,UKR,1,1258.16174316,2021-12-13,2022-07-20
None,Karvina,CZE,1,1255.59741211,2022-03-20,2022-04-03
None,Istra 1961,CRO,1,1254.9375,2022-03-19,2022-04-02
None,Beroe Stara Zagora,BUL,1,1254.26647949,2022-03-20,2022-04-02
None,Sibenik,CRO,1,1253.32470703,2022-03-21,2022-04-02
None,Ham-Kam,NOR,1,1252.77880859,2022-03-18,2022-04-02
None,Aalesund,NOR,1,1252.77880859,2022-03-18,2022-04-03
None,Jerv,NOR,1,1252.77880859,2022-03-18,2022-04-03
None,Ilichivets,UKR,1,1251.86083984,2022-02-28,2022-07-01
None,Chindia Targoviste,ROM,1,1251.48071289,2022-03-22,2022-04-01
None,Rapid Bucuresti,ROM,1,1250.9296875,2022-03-20,2022-04-02
None,Chernomorets,UKR,1,1249.03710938,2022-02-28,2022-07-20
None,Koper,SVN,1,1248.97106934,2022-03-21,2022-04-03
None,Beitar,ISR,1,1247.08691406,2022-03-21,2022-04-03
None,Slavia Sofia,BUL,1,1246.60839844,2022-03-21,2022-04-02
None,Lamia,GRE,1,1245.30932617,2022-03-20,2022-04-02
None,M Petach Tikva,ISR,1,1244.25366211,2022-03-21,2022-04-02
None,Petrocub,MOL,0,1244.13024902,2022-02-25,2022-07-06
None,Milsami Orhei,MOL,0,1243.42993164,2022-02-25,2022-07-06
None,Gornik Leczna,POL,1,1243.39489746,2022-03-20,2022-04-02
None,Vozdovac Beograd,SRB,1,1240.10693359,2022-03-20,2022-04-04
None,Suduva,LIT,0,1239.79992676,2021-08-27,2022-07-05
None,Laci,ALB,0,1239.20654297,2021-08-13,2022-07-06
None,Arda,BUL,1,1238.06201172,2022-03-19,2022-04-02
None,Mezokovesd-Zsory,HUN,1,1236.12512207,2022-03-19,2022-04-01
None,Craiova 1948,ROM,1,1235.66821289,2022-03-20,2022-04-01
None,Nieciecza,POL,1,1235.54272461,2022-03-21,2022-04-03
None,Bravo,SVN,1,1232.77453613,2022-03-19,2022-04-03
None,Partizani Tirana,ALB,0,1232.15234375,2021-08-13,2022-07-06
None,Varnamo,SWE,1,1231.91906738,2022-01-01,2022-04-03
None,Sundsvall,SWE,1,1231.91906738,2022-01-01,2022-04-03
None,Helsingborg,SWE,1,1231.91906738,2022-01-01,2022-04-02
None,Velez Mostar,BHZ,0,1231.09460449,2021-08-13,2022-07-06
None,Seinajoki,FIN,0,1230.27893066,2022-01-01,2022-07-06
None,CSKA 1948 Sofia,BUL,1,1230.19006348,2022-03-20,2022-04-03
None,Debrecen,HUN,1,1226.26745605,2022-03-21,2022-04-02
None,Dundalk,IRL,0,1223.44714355,2021-08-27,2022-07-01
None,Vllaznia,ALB,0,1222.15075684,2021-08-13,2022-07-06
None,Radnik Surdulica,SRB,1,1221.05749512,2022-03-22,2022-04-04
None,Batumi,GEO,0,1220.05334473,2021-08-13,2022-07-06
None,RFS,LAT,0,1219.76379395,2021-08-27,2022-07-06
None,Inter Turku,FIN,0,1219.36877441,2021-12-10,2022-07-06
None,FK Sarajevo,BHZ,0,1218.72143555,2021-08-13,2022-07-01
None,Siroki Brijeg,BHZ,0,1218.50744629,2021-08-13,2022-07-01
None,Bohemians Dublin,IRL,0,1217.89111328,2021-08-27,2022-07-01
None,Celje,SVN,1,1215.46923828,2022-03-20,2022-04-02
None,Mynai,UKR,1,1215.36999512,2021-12-13,2022-07-20
None,FK Riga,LAT,0,1212.8104248,2021-08-27,2022-07-06
None,Gomel,BLR,1,1212.36743164,2022-03-21,2022-07-06
None,Mladost Lucani,SRB,1,1209.46020508,2022-03-21,2022-04-01
None,Dinamo Brest,BLR,1,1209.33300781,2022-03-20,2022-07-06
None,Krusevac,SRB,1,1208.89648438,2022-03-20,2022-04-01
None,Hapoel Jerusalem,ISR,1,1203.94311523,2022-03-22,2022-04-02
None,Dundee,SCO,1,1202.87902832,2022-03-21,2022-04-02
None,Liepajas,LAT,0,1201.36291504,2021-08-27,2022-07-06
None,MTK,HUN,1,1193.60534668,2022-03-20,2022-04-03
None,Borac Banja Luka,BHZ,0,1192.84912109,2021-08-13,2022-07-06
None,Dila Gori,GEO,0,1191.40490723,2021-08-13,2022-07-06
None,Zlatibor,SRB,1,1188.9564209,2022-03-21,2022-04-02
None,Tabor Sezana,SVN,1,1188.27575684,2022-03-20,2022-04-02
None,Gyirmot,HUN,1,1187.00183105,2022-03-20,2022-04-01
None,Dragovoljac,CRO,1,1186.60070801,2022-03-19,2022-04-03
None,Zalgiris Vilnius,LIT,0,1185.0645752,2021-08-27,2022-07-05
None,Breidablik,ISL,0,1185.04272461,2021-08-13,2022-06-21
None,Mioveni,ROM,1,1184.75085449,2022-03-22,2022-04-01
None,Shkendija,MAC,0,1184.41125488,2021-07-30,2022-07-05
None,Gagra,GEO,0,1183.08032227,2021-08-13,2022-07-01
None,Teuta Durres,ALB,0,1182.85375977,2021-08-13,2022-07-01
None,Dinamo Tbilisi,GEO,0,1177.00195312,2021-08-13,2022-07-06
None,Valmieras,LAT,0,1175.86376953,2021-08-27,2022-07-06
None,Shamrock,IRL,0,1174.80517578,2021-08-27,2022-07-05
None,Radomlje,SVN,1,1172.6776123,2022-03-19,2022-04-03
None,Sligo,IRL,0,1170.72949219,2021-08-27,2022-07-05
None,Apollon Athens,GRE,1,1169.44042969,2022-03-20,2022-04-02
None,Flora Tallinn,EST,0,1167.76623535,2021-12-10,2022-06-21
None,Hafnarfjoerdur,ISL,0,1166.88513184,2021-08-13,2022-06-21
None,Hapoel Nof Hagalil,ISR,1,1162.58068848,2022-03-20,2022-04-02
None,Neman Grodno,BLR,1,1162.40197754,2022-03-20,2022-07-06
None,Alashkert,ARM,0,1158.80175781,2021-12-10,2022-07-05
None,Valur,ISL,0,1158.03369141,2021-08-13,2022-06-21
None,Aluminij,SVN,1,1153.27661133,2022-03-21,2022-04-03
None,Torpedo Zhodino,BLR,1,1149.14282227,2022-03-20,2022-07-06
None,Gaz Metan,ROM,1,1147.03222656,2022-03-20,2022-04-02
None,Dinamo Bucuresti,ROM,1,1146.82128906,2022-03-21,2022-04-01
None,Metalac Gornji Milanovac,SRB,1,1146.58422852,2022-03-21,2022-04-02
None,Novi Pazar,SRB,1,1146.38378906,2022-03-21,2022-04-01
None,Blagoevgrad,BUL,1,1146.1081543,2022-03-21,2022-04-03
None,Stjarnan,ISL,0,1145.53735352,2021-08-13,2022-06-21
None,Tsarsko Selo,BUL,1,1145.40661621,2022-03-20,2022-04-04
None,The New Saints,WAL,0,1141.85864258,2021-08-13,2022-07-05
None,Proleter Novi Sad,SRB,1,1140.13879395,2022-03-19,2022-04-04
None,Isloch,BLR,1,1137.15185547,2022-03-20,2022-07-06
None,Clinceni,ROM,1,1135.87561035,2022-03-20,2022-04-04
None,Panevezys,LIT,0,1133.8614502,2021-08-27,2022-07-05
None,Ararat,ARM,0,1131.75366211,2021-12-10,2022-07-05
None,Botev Vratsa,BUL,1,1125.47119141,2022-03-21,2022-04-04
None,Kolubara Lazarevac,SRB,1,1117.20812988,2022-03-21,2022-04-01
None,Slavia Mozyr,BLR,1,1116.77319336,2022-03-21,2022-07-06
None,Fola Esch,LUX,0,1113.68029785,2021-08-27,2022-07-06
None,Drita,KOS,0,1112.17565918,2021-08-13,2022-07-05
None,Kauno Zalgiris,LIT,0,1102.26403809,2021-08-27,2022-07-05
None,Banants,ARM,0,1101.50927734,2021-12-10,2022-07-01
None,Coleraine,NIR,0,1101.34008789,2021-08-13,2022-07-01
None,Larne,NIR,0,1099.36157227,2021-08-13,2022-07-05
None,Lok Sofia,BUL,1,1092.32043457,2022-03-20,2022-04-04
None,Slutsk,BLR,1,1091.70715332,2022-03-20,2022-07-06
None,Noah,ARM,0,1089.6550293,2021-12-10,2022-07-01
None,Swift Hesperange,LUX,0,1089.43969727,2021-08-27,2022-07-01
None,Shkupi,MAC,0,1089.27368164,2021-07-30,2022-07-05
None,Linfield,NIR,0,1088.98083496,2021-08-13,2022-07-05
None,FK Vitebsk,BLR,1,1088.85974121,2022-03-20,2022-07-06
None,Dudelange,LUX,0,1082.29919434,2021-08-27,2022-07-06
None,Zvyazda BDU,BLR,1,1080.46765137,2022-03-20,2022-07-06
None,Kragujevac,SRB,1,1080.43164062,2022-03-20,2022-04-02
None,R Letzebuerg,LUX,0,1078.27404785,2021-08-27,2022-07-06
None,Sileks,MAC,0,1077.8404541,2021-07-30,2022-07-01
None,Glentoran,NIR,0,1077.37548828,2021-08-13,2022-07-01
None,Decic,MAC,0,1066.94396973,2021-07-30,2022-07-05
None,Struga,MAC,0,1066.69921875,2021-07-30,2022-07-01
None,Connahs Quay,WAL,0,1061.92211914,2021-08-13,2022-07-01
None,FK Minsk,BLR,1,1059.54589844,2022-03-19,2022-07-06
None,FC Infonet,EST,0,1057.78137207,2021-12-10,2022-06-21
None,Paide Linnameeskond,EST,0,1057.61657715,2021-12-10,2022-06-21
None,FK Podgorica,MNT,0,1056.77832031,2021-07-30,2022-07-01
None,Prishtine,KOS,0,1038.29650879,2021-08-13,2022-07-01
None,Llapi,KOS,0,1032.45202637,2021-08-13,2022-07-05
None,Klaksvik,FAR,0,1030.97265625,2021-08-13,2022-07-06
None,Bala,WAL,0,1028.73034668,2021-08-13,2022-07-05
None,Sutjeska,MNT,0,1025.63452148,2021-07-30,2022-07-05
None,Dnepr Mogilev,BLR,1,1022.17034912,2022-03-21,2022-07-06
None,Newtown AFC,WAL,0,1022.08410645,2021-08-13,2022-07-05
None,Birkirkara,MLT,0,1020.2520752,2021-08-13,2022-07-01
None,Bobruisk,BLR,1,1019.70098877,2022-03-21,2022-07-06
None,Gzira United,MLT,0,1019.14123535,2021-08-13,2022-07-05
None,Mosta,MLT,0,1018.4107666,2021-08-13,2022-07-01
None,Dzarzhynsk,BLR,1,1016.38824463,2022-03-21,2022-07-06
None,Podgorica,MNT,0,1013.76428223,2021-07-30,2022-07-05
None,Hibernians Paola,MLT,0,1013.29907227,2021-08-13,2022-07-05
None,Lincoln,GIB,0,990.687561035,2021-12-10,2022-07-05
None,HB Torshavn,FAR,0,986.28302002,2021-08-13,2022-07-06
None,Runavik,FAR,0,968.282348633,2021-08-13,2022-07-01
None,College Europa,GIB,0,949.561462402,2021-12-10,2022-07-05
None,St Josephs,GIB,0,923.393493652,2021-12-10,2022-07-05
None,Mons Calpe,GIB,0,860.014404297,2021-12-10,2022-07-01
None,Santa Coloma,AND,0,840.234130859,2021-07-30,2022-06-21
None,Escaldes,AND,0,807.012695312,2021-07-30,2022-06-21
None,Matecosa Sant Julia,AND,0,802.477233887,2021-07-30,2022-06-21
None,Folgore,SMR,0,667.426635742,2021-07-28,2022-06-21
None,Tre Penne,SMR,0,661.297058105,2021-07-28,2022-06-21
None,La Fiorita,SMR,0,647.556396484,2021-07-28,2022-06-21


