Rank,Club,Country,Level,Elo,From,To
73,Lens,FRA,1,1649.42810059,2022-05-01,2022-05-01
74,Sassuolo,ITA,1,1649.03295898,2022-05-01,2022-05-01
75,Espanyol,ESP,1,1648.01928711,2022-05-01,2022-05-01
76,Olympiakos,GRE,1,1643.98791504,2022-04-28,2022-05-01
77,Verona,ITA,1,1642.89123535,2022-05-01,2022-05-05
78,Fiorentina,ITA,1,1638.34240723,2022-05-01,2022-05-01
79,Rayo Vallecano,ESP,1,1636.73608398,2022-05-01,2022-05-01
80,Dynamo Kyiv,UKR,1,1635.98864746,2022-04-29,2022-05-01
81,Elche,ESP,1,1634.26501465,2022-04-28,2022-05-01
82,Nantes,FRA,1,1633.66564941,2022-05-01,2022-05-04
83,Celtic,SCO,1,1632.60998535,2022-04-29,2022-05-01
84,Bournemouth,ENG,2,1631.52624512,2022-05-01,2022-05-03
85,Udinese,ITA,1,1628.86120605,2022-04-29,2022-05-01
86,Brugge,BEL,1,1628.40441895,2022-04-29,2022-05-01
87,Forest,ENG,2,1628.04919434,2022-05-01,2022-05-01
88,Dinamo Zagreb,CRO,1,1627.1854248,2022-05-01,2022-05-01
89,Eibar,ESP,2,1626.35888672,2022-05-01,2022-05-01
90,Levante,ESP,1,1624.11755371,2022-05-01,2022-05-03
91,Cadiz,ESP,1,1623.70178223,2022-05-01,2022-05-01
92,Bodoe Glimt,NOR,1,1623.68066406,2022-05-01,2022-05-01
93,Augsburg,GER,1,1620.72644043,2022-05-01,2022-05-01
94,Young Boys,SUI,1,1620.08520508,2022-05-01,2022-05-01
95,Valladolid,ESP,2,1618.92333984,2022-05-01,2022-05-01
96,Almeria,ESP,2,1618.38513184,2022-05-01,2022-05-01
97,Granada,ESP,1,1615.83691406,2022-04-28,2022-05-01
98,Torino,ITA,1,1615.69116211,2022-04-29,2022-05-01
99,Bochum,GER,1,1614.88134766,2022-05-01,2022-05-02
100,Watford,ENG,1,1609.82434082,2022-05-01,2022-05-01
None,Stuttgart,GER,1,1606.86169434,2022-05-01,2022-05-05
None,Reims,FRA,1,1605.65124512,2022-04-29,2022-05-01
None,Norwich,ENG,1,1604.80310059,2022-05-01,2022-05-03
None,Bologna,ITA,1,1603.58496094,2022-04-29,2022-05-01
None,Hertha,GER,1,1601.95727539,2022-05-01,2022-05-05
None,Alaves,ESP,1,1599.08044434,2022-05-01,2022-05-03
None,Girona,ESP,2,1596.23754883,2022-04-28,2022-05-01
None,Mallorca,ESP,1,1596.20812988,2022-04-28,2022-05-01
None,Montpellier,FRA,1,1592.93664551,2022-04-29,2022-05-01
None,FC Kobenhavn,DEN,1,1590.35119629,2022-04-25,2022-05-01
None,Werder,GER,2,1589.88269043,2022-04-30,2022-05-05
None,Brest,FRA,1,1589.73986816,2022-04-29,2022-05-01
None,Sheffield United,ENG,2,1588.47302246,2022-04-30,2022-05-03
None,Oviedo,ESP,2,1585.98303223,2022-05-01,2022-05-03
None,Sturm Graz,AUT,1,1584.89245605,2022-04-28,2022-05-08
None,Twente,NED,1,1582.32885742,2022-05-01,2022-05-05
None,Toulouse,FRA,2,1581.58044434,2022-04-29,2022-05-02
None,Bielefeld,GER,1,1580.5925293,2022-05-01,2022-05-05
None,Midtjylland,DEN,1,1578.6875,2022-04-26,2022-05-01
None,Trabzonspor,TUR,1,1578.56164551,2022-05-01,2022-05-06
None,Hamburg,GER,2,1577.3873291,2022-05-01,2022-05-05
None,Basel,SUI,1,1575.55603027,2022-04-25,2022-05-01
None,Huddersfield,ENG,2,1572.54626465,2022-05-01,2022-05-03
None,Schalke,GER,2,1570.39135742,2022-04-30,2022-05-05
None,Fenerbahce,TUR,1,1569.46691895,2022-04-30,2022-05-08
None,Partizan,SRB,1,1569.2355957,2022-04-28,2022-05-01
None,Sampdoria,ITA,1,1567.6262207,2022-05-01,2022-05-05
None,Viktoria Plzen,CZE,1,1567.40600586,2022-04-25,2022-05-01
None,Huesca,ESP,2,1564.46679688,2022-04-28,2022-05-02
None,Molde,NOR,1,1560.51757812,2022-04-25,2022-05-07
None,Luton,ENG,2,1558.71057129,2022-04-29,2022-05-02
None,St Gillis,BEL,1,1558.47827148,2022-04-25,2022-05-01
None,Tenerife,ESP,2,1557.42602539,2022-04-28,2022-05-01
None,Zuerich,SUI,1,1554.85205078,2022-04-24,2022-05-01
None,Gent,BEL,1,1554.81640625,2022-05-01,2022-05-07
None,Utrecht,NED,1,1552.82507324,2022-04-30,2022-05-05
None,Sparta Praha,CZE,1,1552.6463623,2022-05-01,2022-05-08
None,Millwall,ENG,2,1551.00488281,2022-05-01,2022-05-03
None,Sochi,RUS,1,1550.70507812,2022-05-01,2022-05-07
None,Anderlecht,BEL,1,1550.22570801,2022-04-25,2022-05-01
None,Malmoe,SWE,1,1550.16674805,2022-04-26,2022-05-02
None,Middlesbrough,ENG,2,1547.04382324,2022-05-01,2022-05-03
None,Rapid Wien,AUT,1,1545.9588623,2022-04-28,2022-05-08
None,Darmstadt,GER,2,1545.79077148,2022-05-01,2022-05-05
None,Lorient,FRA,1,1543.43762207,2022-04-29,2022-05-01
None,Las Palmas,ESP,2,1542.70092773,2022-04-30,2022-05-03
None,PAOK,GRE,1,1542.63183594,2022-04-18,2022-05-01
None,Empoli,ITA,1,1542.57019043,2022-04-29,2022-05-01
None,Dynamo Moskva,RUS,1,1541.05859375,2022-05-01,2022-05-06
None,CSKA Moskva,RUS,1,1540.15344238,2022-04-25,2022-05-01
None,Angers,FRA,1,1537.82653809,2022-04-29,2022-05-01
None,Osijek,CRO,1,1536.42895508,2022-04-24,2022-05-01
None,West Brom,ENG,2,1530.8704834,2022-05-01,2022-05-03
None,Troyes,FRA,1,1530.61462402,2022-04-29,2022-05-01
None,Genoa,ITA,1,1528.53674316,2022-05-01,2022-05-05
None,Swansea,ENG,2,1526.96203613,2022-05-01,2022-05-03
None,Genk,BEL,1,1526.66796875,2022-04-30,2022-05-06
None,Leganes,ESP,2,1526.49462891,2022-04-28,2022-05-02
None,Vitesse,NED,1,1526.14575195,2022-04-29,2022-05-01
None,Saint-Etienne,FRA,1,1523.0637207,2022-05-01,2022-05-05
None,Cagliari,ITA,1,1522.01074219,2022-05-01,2022-05-05
None,Fuerth,GER,1,1521.89379883,2022-04-30,2022-05-05
None,Clermont,FRA,1,1520.90478516,2022-04-29,2022-05-01
None,Antwerp,BEL,1,1519.99084473,2022-04-25,2022-05-01
None,Paderborn,GER,2,1519.40588379,2022-05-01,2022-05-05
None,Lecce,ITA,2,1519.21289062,2022-05-01,2022-05-05
None,Zorya,UKR,1,1519.19396973,2021-12-13,2022-07-20
None,Gil Vicente,POR,1,1519.06591797,2022-04-24,2022-05-01
None,Duesseldorf,GER,2,1518.22155762,2022-04-30,2022-05-05
None,Spezia,ITA,1,1518.03039551,2022-05-01,2022-05-05
None,Hajduk,CRO,1,1517.54187012,2022-04-30,2022-05-08
None,Maccabi Haifa,ISR,1,1516.04467773,2022-04-24,2022-05-02
None,Auxerre,FRA,2,1515.30004883,2022-05-01,2022-05-05
None,Blackburn,ENG,2,1515.2947998,2022-05-01,2022-05-03
None,Ponferradina,ESP,2,1515.21435547,2022-04-28,2022-05-01
None,StGallen,SUI,1,1514.64648438,2022-05-01,2022-05-07
None,FC Krasnodar,RUS,1,1512.51806641,2022-05-01,2022-05-04
None,Stoke,ENG,2,1510.83581543,2022-05-01,2022-05-03
None,Lok Moskva,RUS,1,1509.55664062,2022-05-01,2022-05-04
None,Zaragoza,ESP,2,1509.0065918,2022-05-01,2022-05-03
None,Bordeaux,FRA,1,1508.27966309,2022-04-29,2022-05-01
None,Preston,ENG,2,1507.60888672,2022-05-01,2022-05-03
None,Guimaraes,POR,1,1506.57775879,2022-04-25,2022-05-01
None,LASK,AUT,1,1503.07653809,2022-04-27,2022-05-07
None,Razgrad,BUL,1,1502.9642334,2022-05-01,2022-05-06
None,Cartagena,ESP,2,1502.77282715,2022-04-28,2022-05-01
None,St Pauli,GER,2,1501.3548584,2022-04-30,2022-05-05
None,CFR Cluj,ROM,1,1500.78894043,2022-04-25,2022-05-01
None,Groningen,NED,1,1500.74890137,2022-04-29,2022-05-01
None,Rijeka,CRO,1,1500.60791016,2022-05-01,2022-05-08
None,Coventry,ENG,2,1499.79284668,2022-05-01,2022-05-03
None,Spartak Moskva,RUS,1,1497.12524414,2022-04-25,2022-05-01
None,Monza,ITA,2,1496.91101074,2022-05-01,2022-05-05
None,Bueyueksehir,TUR,1,1496.74353027,2022-05-01,2022-05-07
None,M Tel Aviv,ISR,1,1495.92114258,2022-05-01,2022-05-07
None,Austria Wien,AUT,1,1495.50744629,2022-04-28,2022-05-08
None,Metz,FRA,1,1495.17163086,2022-04-29,2022-05-01
None,Viking,NOR,1,1494.69250488,2022-05-01,2022-05-07
None,Benevento,ITA,2,1493.79431152,2022-05-01,2022-05-05
None,Ajaccio,FRA,2,1492.88903809,2022-05-01,2022-05-05
None,Lugo,ESP,2,1492.63671875,2022-04-28,2022-05-01
None,Burgos,ESP,2,1492.18786621,2022-05-01,2022-05-03
None,Sheriff Tiraspol,MOL,0,1490.23474121,2022-02-25,2022-07-06
None,Ibiza Eivissa,ESP,2,1490.20214844,2022-04-28,2022-05-01
None,Ferencvaros,HUN,1,1490.05664062,2022-04-30,2022-05-04
None,Blackpool,ENG,2,1490.0526123,2022-05-01,2022-05-03
None,QPR,ENG,2,1489.86401367,2022-04-30,2022-05-03
None,Nuernberg,GER,2,1489.61230469,2022-04-30,2022-05-05
None,Rakow,POL,1,1489.18884277,2022-04-25,2022-05-08
None,Galatasaray,TUR,1,1487.46289062,2022-04-25,2022-05-01
None,Santa Clara,POR,1,1487.35205078,2022-04-24,2022-05-01
None,Gijon,ESP,2,1486.08935547,2022-04-28,2022-05-01
None,Sochaux,FRA,2,1485.46057129,2022-05-01,2022-05-05
None,Rosenborg,NOR,1,1484.53881836,2022-04-25,2022-05-08
None,Holstein,GER,2,1484.36999512,2022-04-30,2022-05-05
None,Slovacko,CZE,1,1484.03588867,2022-05-01,2022-05-08
None,Paris FC,FRA,2,1483.80444336,2022-05-01,2022-05-05
None,Lech,POL,1,1482.94836426,2022-04-25,2022-05-08
None,Brescia,ITA,2,1482.10058594,2022-05-01,2022-05-05
None,Salernitana,ITA,1,1481.28466797,2022-04-29,2022-05-02
None,Hammarby,SWE,1,1480.22351074,2022-04-26,2022-05-02
None,Heracles,NED,1,1479.19567871,2022-05-01,2022-05-05
None,Besiktas,TUR,1,1478.42102051,2022-04-26,2022-05-01
None,Karabakh Agdam,AZE,0,1476.82958984,2022-02-25,2022-07-05
None,Mirandes,ESP,2,1476.46447754,2022-05-01,2022-05-03
None,Wolfsberg,AUT,1,1475.86254883,2022-04-28,2022-05-08
None,Famalicao,POR,1,1473.91442871,2022-04-30,2022-05-09
None,Pacos Ferreira,POR,1,1470.52319336,2022-04-24,2022-05-02
None,Cardiff,ENG,2,1470.38842773,2022-05-01,2022-05-03
None,Derby,ENG,2,1469.97473145,2022-05-01,2022-05-03
None,Apollon Lemesos,CYP,0,1468.19567871,2021-12-10,2022-07-19
None,Karlsruhe,GER,2,1466.38793945,2022-04-30,2022-05-05
None,Konyaspor,TUR,1,1466.34484863,2022-05-01,2022-05-09
None,Cremonese,ITA,2,1466.27355957,2022-05-01,2022-05-05
None,Panathinaikos,GRE,1,1466.02648926,2022-04-18,2022-05-01
None,Steaua,ROM,1,1465.4317627,2022-04-26,2022-05-02
None,Heidenheim,GER,2,1464.19824219,2022-04-30,2022-05-05
None,Bristol City,ENG,2,1461.90820312,2022-05-01,2022-05-03
None,Pogon,POL,1,1461.26403809,2022-04-25,2022-05-07
None,AIK,SWE,1,1461.12207031,2022-04-25,2022-05-01
None,Maritimo,POR,1,1460.51123047,2022-05-01,2022-05-08
None,AEK,GRE,1,1458.93054199,2022-04-19,2022-05-01
None,Aalborg,DEN,1,1458.68994141,2022-04-25,2022-05-02
None,Brondby,DEN,1,1457.70056152,2022-04-26,2022-05-01
None,Heerenveen,NED,1,1456.44812012,2022-04-29,2022-05-01
None,Boavista,POR,1,1455.76159668,2022-04-26,2022-05-01
None,Rostov,RUS,1,1455.60961914,2022-05-01,2022-05-08
None,Hull,ENG,2,1454.29101562,2022-05-01,2022-05-03
None,Venezia,ITA,1,1452.38220215,2022-04-29,2022-05-01
None,Mechelen,BEL,1,1451.71130371,2022-04-30,2022-05-07
None,Beer-Sheva,ISR,1,1450.31140137,2022-04-25,2022-05-01
None,Sparta Rotterdam,NED,1,1448.36889648,2022-05-01,2022-05-05
None,St Truiden,BEL,1,1448.23339844,2022-04-11,2022-07-21
None,Hannover,GER,2,1448.10925293,2022-04-30,2022-05-05
None,Pisa,ITA,2,1447.59692383,2022-05-01,2022-05-05
None,Sandhausen,GER,2,1446.3494873,2022-04-30,2022-05-05
None,Guingamp,FRA,2,1446.25317383,2022-05-01,2022-05-05
None,Ascoli,ITA,2,1445.78503418,2022-05-01,2022-05-05
None,Djurgarden,SWE,1,1444.64978027,2022-05-01,2022-05-05
None,Frosinone,ITA,2,1444.49353027,2022-05-01,2022-05-05
None,Charleroi,BEL,1,1444.31433105,2022-05-01,2022-05-06
None,Craiova,ROM,1,1443.73510742,2022-05-01,2022-05-08
None,Sivasspor,TUR,1,1443.27185059,2022-04-26,2022-05-01
None,Amorebieta,ESP,2,1441.17236328,2022-04-28,2022-05-01
None,Malaga,ESP,2,1441.17211914,2022-04-30,2022-05-03
None,Silkeborg,DEN,1,1440.03771973,2022-04-25,2022-05-02
None,Kasimpasa,TUR,1,1439.92944336,2022-05-01,2022-05-07
None,Dnipro,UKR,1,1439.2557373,2021-12-11,2022-07-20
None,Antalyaspor,TUR,1,1438.39074707,2022-05-01,2022-05-09
None,Aris,GRE,1,1438.23303223,2022-04-18,2022-05-01
None,Wattens,AUT,1,1438.15014648,2022-04-27,2022-05-07
None,Reading,ENG,2,1436.20495605,2022-05-01,2022-05-03
None,Moreirense,POR,1,1435.44311523,2022-04-24,2022-05-01
None,Rostock,GER,2,1435.10473633,2022-05-01,2022-05-05
None,Cittadella,ITA,2,1434.96740723,2022-05-01,2022-05-05
None,Lugano,SUI,1,1434.328125,2022-05-01,2022-05-07
None,Parma,ITA,2,1433.25891113,2022-05-01,2022-05-05
None,Nimes,FRA,2,1432.35144043,2022-05-01,2022-05-05
None,Alanyaspor,TUR,1,1432.33508301,2022-04-26,2022-05-01
None,Regensburg,GER,2,1432.28198242,2022-05-01,2022-05-05
None,Valerenga,NOR,1,1431.12695312,2022-04-25,2022-05-08
None,Portimonense,POR,1,1427.77978516,2022-05-01,2022-05-07
None,Kryliya Sovetov,RUS,1,1426.99572754,2022-04-25,2022-05-01
None,Birmingham,ENG,2,1425.53430176,2022-05-01,2022-05-03
None,Randers,DEN,1,1425.42858887,2022-04-25,2022-05-01
None,Zwolle,NED,1,1425.28173828,2022-05-01,2022-05-05
None,FC Khimki,RUS,1,1424.18103027,2022-04-25,2022-05-01
None,Fatih Karaguemruek,TUR,1,1424.01281738,2022-05-01,2022-05-07
None,Lillestrom,NOR,1,1423.98840332,2022-04-29,2022-05-08
None,Terek Grozny,RUS,1,1423.60717773,2022-04-24,2022-05-01
None,Elfsborg,SWE,1,1422.68676758,2022-04-26,2022-05-01
None,Klagenfurt,AUT,1,1422.22338867,2022-04-28,2022-05-08
None,Piast Gliwice,POL,1,1422.03649902,2022-04-30,2022-05-08
None,Caen,FRA,2,1421.9564209,2022-05-01,2022-05-05
None,Dijon,FRA,2,1421.02770996,2022-05-01,2022-05-05
None,Fuenlabrada,ESP,2,1420.85571289,2022-04-28,2022-05-01
None,Sittard,NED,1,1420.82727051,2022-04-29,2022-05-01
None,Perugia,ITA,2,1420.7644043,2022-05-01,2022-05-05
None,Amiens,FRA,2,1419.69958496,2022-05-01,2022-05-05
None,Cercle Brugge,BEL,1,1419.54846191,2022-04-10,2022-07-21
None,Go Ahead Eagles,NED,1,1419.40710449,2022-04-29,2022-05-01
None,Sociedad B,ESP,2,1418.38098145,2022-04-28,2022-05-02
None,Sverdlovsk,RUS,1,1416.4901123,2022-05-01,2022-05-07
None,AEL Limassol,CYP,0,1415.82263184,2021-12-10,2022-07-01
None,Servette,SUI,1,1415.45214844,2022-05-01,2022-05-08
None,Anorthosis,CYP,0,1415.42382812,2021-12-10,2022-07-01
None,Omonia,CYP,0,1415.42321777,2021-12-10,2022-07-19
None,Banik Ostrava,CZE,1,1413.14111328,2022-05-01,2022-05-07
None,Hartberg,AUT,1,1412.76782227,2022-04-27,2022-05-07
None,Grasshoppers,SUI,1,1410.51831055,2022-05-01,2022-05-08
None,Nijmegen,NED,1,1409.38830566,2022-04-30,2022-05-05
None,Sion,SUI,1,1409.03796387,2022-04-24,2022-05-01
None,Rubin Kazan,RUS,1,1408.97631836,2022-05-01,2022-05-08
None,Luzern,SUI,1,1408.35791016,2022-04-25,2022-05-01
None,Estoril,POR,1,1407.80163574,2022-04-30,2022-05-07
None,Belenenses,POR,1,1407.46655273,2022-05-01,2022-05-09
None,Ternana,ITA,2,1406.48522949,2022-05-01,2022-05-05
None,FK Astana,KAZ,0,1405.34277344,2021-12-10,2022-07-06
None,Vizela,POR,1,1403.95080566,2022-05-01,2022-05-08
None,Le Havre,FRA,2,1402.14379883,2022-05-01,2022-05-05
None,Vorskla,UKR,1,1401.09924316,2021-12-12,2022-07-20
None,Grenoble,FRA,2,1399.98461914,2022-05-01,2022-05-05
None,Lechia,POL,1,1399.96911621,2022-05-01,2022-05-08
None,CSKA Sofia,BUL,1,1399.47729492,2022-05-01,2022-05-06
None,Adana Demirspor,TUR,1,1399.35290527,2022-04-30,2022-05-07
None,Mjaellby,SWE,1,1397.39221191,2022-04-25,2022-05-01
None,Hatayspor,TUR,1,1395.34301758,2022-05-01,2022-05-06
None,Barnsley,ENG,2,1395.23901367,2022-05-01,2022-05-03
None,Dresden,GER,2,1392.78186035,2022-05-01,2022-05-05
None,Waalwijk,NED,1,1392.74182129,2022-04-29,2022-05-01
None,Willem II,NED,1,1392.42675781,2022-04-29,2022-05-01
None,Cambuur,NED,1,1392.40563965,2022-04-29,2022-05-01
None,Alcorcon,ESP,2,1391.4498291,2022-04-28,2022-05-01
None,Goeteborg,SWE,1,1388.65576172,2022-04-26,2022-05-02
None,Legia,POL,1,1388.49816895,2022-05-01,2022-05-06
None,Spal,ITA,2,1388.47924805,2022-05-01,2022-05-05
None,Gaziantep FK,TUR,1,1387.93725586,2022-04-30,2022-05-06
None,Zilina,SLK,0,1387.72717285,2021-12-10,2022-07-01
None,Tondela,POR,1,1387.29016113,2022-04-25,2022-05-02
None,Slovan Bratislava,SLK,0,1386.82275391,2021-12-10,2022-07-06
None,Bastia,FRA,2,1386.76501465,2022-05-01,2022-05-05
None,Leuven,BEL,1,1386.53918457,2022-04-11,2022-07-21
None,Odense,DEN,1,1386.48840332,2022-04-25,2022-05-01
None,Kolos,UKR,1,1386.45605469,2021-12-13,2022-07-20
None,Sarpsborg,NOR,1,1385.31677246,2022-04-25,2022-05-07
None,Ried,AUT,1,1385.26818848,2022-04-27,2022-05-07
None,Aarhus,DEN,1,1385.24804688,2022-04-25,2022-05-01
None,Nordsjaelland,DEN,1,1385.17285156,2022-04-30,2022-05-08
None,Ufa,RUS,1,1384.92651367,2022-04-24,2022-05-01
None,Desna,UKR,1,1383.55114746,2021-12-11,2022-07-01
None,Olexandriya,UKR,1,1383.296875,2021-12-12,2022-07-20
None,Arouca,POR,1,1382.49511719,2022-05-01,2022-05-08
None,Sigma Olomouc,CZE,1,1382.37768555,2022-05-01,2022-05-06
None,Peterboro,ENG,2,1382.22631836,2022-05-01,2022-05-03
None,Trnava,SLK,0,1382.03161621,2021-12-10,2022-07-06
None,Norrkoeping,SWE,1,1378.69519043,2022-04-27,2022-05-02
None,Como,ITA,2,1378.08740234,2022-05-01,2022-05-05
None,Admira,AUT,1,1375.57507324,2022-04-27,2022-05-07
None,Mlada Boleslav,CZE,1,1375.41931152,2022-05-01,2022-05-06
None,Standard,BEL,1,1374.92041016,2022-04-11,2022-07-21
None,Nizhny Novgorod,RUS,1,1374.36889648,2022-04-24,2022-05-02
None,Dunajska,SLK,0,1373.97509766,2021-12-10,2022-07-06
None,Lok Zagreb,CRO,1,1373.80310059,2022-04-24,2022-05-01
None,Pau,FRA,2,1370.21496582,2022-05-01,2022-05-05
None,Hearts,SCO,1,1369.77441406,2022-05-01,2022-05-05
None,Kayseri,TUR,1,1369.68103027,2022-04-25,2022-05-01
None,Oostende,BEL,1,1368.82067871,2022-04-10,2022-07-21
None,HNK Gorica,CRO,1,1365.91674805,2022-05-01,2022-05-07
None,Reggina,ITA,2,1365.12365723,2022-05-01,2022-05-05
None,Giresunspor,TUR,1,1364.43261719,2022-04-30,2022-05-08
None,Haecken,SWE,1,1364.32763672,2022-04-25,2022-05-01
None,Asteras Tripolis,GRE,1,1363.37573242,2022-04-17,2022-05-02
None,Kortrijk,BEL,1,1363.28515625,2022-04-11,2022-07-21
None,Netanya,ISR,1,1361.08740234,2022-04-24,2022-05-01
None,Viborg,DEN,1,1361.00476074,2022-04-30,2022-05-09
None,Niort,FRA,2,1360.67980957,2022-05-01,2022-05-05
None,Slovan Liberec,CZE,1,1359.02868652,2022-05-01,2022-07-20
None,Crotone,ITA,2,1357.70092773,2022-05-01,2022-05-05
None,Ingolstadt,GER,2,1352.73291016,2022-05-01,2022-05-05
None,Valenciennes,FRA,2,1352.07873535,2022-05-01,2022-05-05
None,Aue,GER,2,1352.04602051,2022-05-01,2022-05-05
None,Kristiansund,NOR,1,1351.50268555,2022-04-25,2022-05-08
None,Jablonec,CZE,1,1351.0612793,2022-04-24,2022-05-01
None,Sepsi,ROM,1,1349.6973877,2022-04-30,2022-05-08
None,Cukaricki,SRB,1,1347.21569824,2022-04-28,2022-05-02
None,Soligorsk,BLR,1,1346.53295898,2022-03-20,2022-07-06
None,Vicenza,ITA,2,1346.40136719,2022-05-01,2022-05-05
None,Altach,AUT,1,1345.85253906,2022-04-27,2022-05-07
None,Lausanne,SUI,1,1344.71569824,2022-04-25,2022-05-01
None,Odd Grenland,NOR,1,1343.78613281,2022-04-24,2022-05-07
None,Sandefjord,NOR,1,1343.08666992,2022-04-24,2022-05-08
None,Plock,POL,1,1342.98596191,2022-04-26,2022-05-01
None,Maribor,SVN,1,1342.7644043,2022-05-01,2022-05-07
None,Cracovia,POL,1,1342.51037598,2022-04-23,2022-05-01
None,Hradec Kralove,CZE,1,1341.74572754,2022-05-01,2022-05-07
None,Zulte Waregem,BEL,1,1340.23510742,2022-04-11,2022-07-21
None,BATE,BLR,1,1338.16210938,2022-03-21,2022-07-06
None,Kalmar,SWE,1,1337.78076172,2022-04-27,2022-05-02
None,Tula,RUS,1,1337.31103516,2022-04-25,2022-05-02
