Rank,Club,Country,Level,Elo,From,To
31,Frankfurt,GER,1,1755.02880859,2021-12-01,2021-12-01
32,Wolves,ENG,1,1751.94152832,2021-11-28,2021-12-01
33,Aston Villa,ENG,1,1748.26916504,2021-11-29,2021-12-01
34,Salzburg,AUT,1,1745.65612793,2021-11-29,2021-12-01
35,Everton,ENG,1,1744.8894043,2021-11-29,2021-12-01
36,Betis,ESP,1,1738.45922852,2021-11-29,2021-12-01
37,Lille,FRA,1,1735.44580078,2021-12-01,2021-12-01
38,Brighton,ENG,1,1733.47961426,2021-12-01,2021-12-01
39,Crystal Palace,ENG,1,1731.09240723,2021-12-01,2021-12-04
40,Wolfsburg,GER,1,1731.08984375,2021-11-29,2021-12-04
41,PSV,NED,1,1730.71447754,2021-11-29,2021-12-04
42,Gladbach,GER,1,1727.02038574,2021-11-28,2021-12-04
43,Roma,ITA,1,1720.2869873,2021-11-29,2021-12-01
44,Rennes,FRA,1,1712.26379395,2021-11-29,2021-12-01
45,Monaco,FRA,1,1711.55651855,2021-11-29,2021-12-01
46,Southampton,ENG,1,1709.67480469,2021-11-28,2021-12-01
47,Hoffenheim,GER,1,1708.33190918,2021-11-28,2021-12-04
48,Burnley,ENG,1,1706.25292969,2021-11-29,2021-12-01
49,Lazio,ITA,1,1706.0456543,2021-11-29,2021-12-02
50,Olympiakos,GRE,1,1704.43457031,2021-11-29,2021-12-02
51,Feyenoord,NED,1,1704.03149414,2021-11-29,2021-12-01
52,Freiburg,GER,1,1702.43774414,2021-11-28,2021-12-02
53,Bilbao,ESP,1,1701.50183105,2021-11-28,2021-12-01
54,Valencia,ESP,1,1697.26843262,2021-11-28,2021-12-03
55,Brentford,ENG,1,1695.86193848,2021-11-29,2021-12-02
56,Union Berlin,GER,1,1690.04199219,2021-11-29,2021-12-02
57,Celta,ESP,1,1689.07983398,2021-11-28,2021-12-02
58,Watford,ENG,1,1686.6661377,2021-11-29,2021-12-01
59,Newcastle,ENG,1,1681.93322754,2021-12-01,2021-12-04
60,Sassuolo,ITA,1,1677.67834473,2021-11-29,2021-12-01
61,Shakhtar,UKR,1,1672.70751953,2021-11-29,2021-12-01
62,Slavia Praha,CZE,1,1672.18127441,2021-11-29,2021-12-01
63,Fulham,ENG,2,1671.86022949,2021-11-29,2021-12-01
64,Marseille,FRA,1,1671.82275391,2021-11-29,2021-12-01
65,Zenit,RUS,1,1669.734375,2021-11-29,2021-12-03
66,Mainz,GER,1,1666.16455078,2021-11-30,2021-12-01
67,Crvena Zvezda,SRB,1,1665.6048584,2021-11-30,2021-12-01
68,Osasuna,ESP,1,1662.46533203,2021-11-30,2021-12-01
69,Young Boys,SUI,1,1660.60168457,2021-11-29,2021-12-01
70,Espanyol,ESP,1,1658.65380859,2021-11-29,2021-12-01
71,Nice,FRA,1,1653.60876465,2021-11-29,2021-12-01
72,Fiorentina,ITA,1,1647.43786621,2021-12-01,2021-12-03
73,Dynamo Kyiv,UKR,1,1646.53979492,2021-12-01,2021-12-02
74,Alkmaar,NED,1,1644.9855957,2021-12-01,2021-12-02
75,Rayo Vallecano,ESP,1,1644.88879395,2021-12-01,2021-12-03
76,Norwich,ENG,1,1644.35900879,2021-12-01,2021-12-03
77,Granada,ESP,1,1643.48864746,2021-12-01,2021-12-01
78,Bournemouth,ENG,2,1642.08435059,2021-12-01,2021-12-01
79,Rangers,SCO,1,1641.64782715,2021-12-01,2021-12-01
80,Braga,POR,1,1638.38000488,2021-12-01,2021-12-01
81,Koeln,GER,1,1638.25878906,2021-12-01,2021-12-01
82,Montpellier,FRA,1,1633.09802246,2021-11-29,2021-12-01
83,Stuttgart,GER,1,1627.94934082,2021-11-28,2021-12-04
84,Lens,FRA,1,1627.21032715,2021-11-28,2021-12-01
85,Hertha,GER,1,1624.98962402,2021-11-28,2021-12-01
86,Dinamo Zagreb,CRO,1,1624.61584473,2021-11-29,2021-12-01
87,Almeria,ESP,2,1624.03442383,2021-11-29,2021-12-01
88,Strasbourg,FRA,1,1618.60327148,2021-11-29,2021-12-01
89,Getafe,ESP,1,1615.58374023,2021-11-29,2021-12-04
90,Alaves,ESP,1,1611.04870605,2021-12-01,2021-12-01
91,Verona,ITA,1,1610.46887207,2021-12-01,2021-12-01
92,Bodoe Glimt,NOR,1,1610.36853027,2021-12-01,2021-12-01
93,Mallorca,ESP,1,1609.96057129,2021-12-01,2021-12-01
94,Eibar,ESP,2,1609.19470215,2021-12-01,2021-12-01
95,West Brom,ENG,2,1609.00695801,2021-12-01,2021-12-01
96,Brugge,BEL,1,1606.42419434,2021-12-01,2021-12-01
97,Sampdoria,ITA,1,1605.34338379,2021-12-01,2021-12-01
98,Bologna,ITA,1,1605.19213867,2021-11-30,2021-12-01
99,Augsburg,GER,1,1603.72106934,2021-11-30,2021-12-01
100,Nantes,FRA,1,1603.54187012,2021-11-30,2021-12-01
None,Utrecht,NED,1,1597.45837402,2021-11-29,2021-12-04
None,FC Kobenhavn,DEN,1,1595.79248047,2021-11-29,2021-12-09
None,Angers,FRA,1,1594.87646484,2021-11-27,2021-12-01
None,Reims,FRA,1,1594.72888184,2021-11-29,2021-12-01
None,Torino,ITA,1,1594.67773438,2021-11-29,2021-12-02
None,Bochum,GER,1,1594.54833984,2021-11-28,2021-12-04
None,Levante,ESP,1,1593.36865234,2021-11-29,2021-12-05
None,Bielefeld,GER,1,1591.17004395,2021-11-28,2021-12-04
None,Udinese,ITA,1,1587.79101562,2021-11-29,2021-12-02
None,Midtjylland,DEN,1,1585.97644043,2021-11-30,2021-12-09
None,Brest,FRA,1,1584.51367188,2021-11-29,2021-12-01
None,Trabzonspor,TUR,1,1582.4017334,2021-11-29,2021-12-04
None,Valladolid,ESP,2,1581.1953125,2021-11-28,2021-12-03
None,Darmstadt,GER,2,1575.01318359,2021-11-28,2021-12-03
None,Elche,ESP,1,1574.49401855,2021-11-30,2021-12-05
None,Vitesse,NED,1,1574.07055664,2021-11-29,2021-12-04
None,Partizan,SRB,1,1573.0324707,2021-11-29,2021-12-05
None,Basel,SUI,1,1573.01074219,2021-11-29,2021-12-05
None,Cadiz,ESP,1,1569.94238281,2021-11-29,2021-12-05
None,Galatasaray,TUR,1,1567.6496582,2021-11-29,2021-12-04
None,Sheffield United,ENG,2,1566.90454102,2021-11-29,2021-12-04
None,QPR,ENG,2,1564.45568848,2021-11-30,2021-12-05
None,Hamburg,GER,2,1564.11254883,2021-11-29,2021-12-05
None,Genoa,ITA,1,1563.5501709,2021-11-29,2021-12-01
None,Empoli,ITA,1,1561.63635254,2021-11-28,2021-12-02
None,Celtic,SCO,1,1560.70483398,2021-11-29,2021-12-02
None,Sparta Praha,CZE,1,1557.81311035,2021-11-29,2021-12-04
None,Molde,NOR,1,1556.01525879,2021-11-29,2021-12-05
None,Malmoe,SWE,1,1555.63146973,2021-11-29,2021-12-04
None,Leganes,ESP,2,1555.05004883,2021-11-29,2021-12-06
None,Saint-Etienne,FRA,1,1554.62353516,2021-11-29,2021-12-01
None,Blackburn,ENG,2,1549.63684082,2021-11-28,2021-12-04
None,Bordeaux,FRA,1,1549.27539062,2021-11-29,2021-12-01
None,Toulouse,FRA,2,1549.05249023,2021-11-26,2021-12-06
None,Gent,BEL,1,1547.64880371,2021-11-29,2021-12-04
None,Huesca,ESP,2,1547.28710938,2021-11-28,2021-12-03
None,Girona,ESP,2,1547.2545166,2021-11-30,2021-12-06
None,Swansea,ENG,2,1545.49853516,2021-11-28,2021-12-04
None,Werder,GER,2,1543.74963379,2021-11-28,2021-12-03
None,Tenerife,ESP,2,1543.18725586,2021-11-29,2021-12-06
None,Metz,FRA,1,1541.98217773,2021-11-28,2021-12-01
None,Lorient,FRA,1,1541.12854004,2021-11-29,2021-12-01
None,Cagliari,ITA,1,1540.63720703,2021-12-01,2021-12-06
None,Osijek,CRO,1,1536.69934082,2021-11-27,2021-12-04
None,Paderborn,GER,2,1535.98461914,2021-11-29,2021-12-04
None,Dynamo Moskva,RUS,1,1534.62072754,2021-11-29,2021-12-05
None,Rapid Wien,AUT,1,1533.71069336,2021-11-29,2021-12-05
None,Brondby,DEN,1,1530.68811035,2021-11-29,2021-12-09
None,Schalke,GER,2,1530.63085938,2021-11-28,2021-12-04
None,Sturm Graz,AUT,1,1529.96838379,2021-11-29,2021-12-01
None,Fenerbahce,TUR,1,1529.77697754,2021-11-30,2021-12-05
None,St Pauli,GER,2,1528.67041016,2021-11-29,2021-12-04
None,PAOK,GRE,1,1528.53393555,2021-11-29,2021-12-05
None,Troyes,FRA,1,1528.44506836,2021-11-29,2021-12-01
None,Antwerp,BEL,1,1527.76135254,2021-11-29,2021-12-05
None,Clermont,FRA,1,1526.93029785,2021-11-29,2021-12-01
None,LASK,AUT,1,1524.34924316,2021-11-29,2021-12-05
None,Sochi,RUS,1,1524.2199707,2021-11-28,2021-12-05
None,Viktoria Plzen,CZE,1,1523.85644531,2021-11-28,2021-12-05
None,Lok Moskva,RUS,1,1523.61755371,2021-11-30,2021-12-04
None,Lecce,ITA,2,1522.62353516,2021-12-01,2021-12-04
None,Anderlecht,BEL,1,1522.4864502,2021-11-28,2021-12-05
None,Ponferradina,ESP,2,1519.57617188,2021-11-29,2021-12-05
None,Stoke,ENG,2,1519.45275879,2021-11-28,2021-12-05
None,Spartak Moskva,RUS,1,1518.14489746,2021-11-30,2021-12-04
None,Zorya,UKR,1,1516.92651367,2021-11-30,2021-12-05
None,Forest,ENG,2,1516.07348633,2021-11-27,2021-12-04
None,Coventry,ENG,2,1514.27746582,2021-11-28,2021-12-04
None,FC Krasnodar,RUS,1,1513.71264648,2021-11-28,2021-12-05
None,Millwall,ENG,2,1512.90905762,2021-11-28,2021-12-04
None,Oviedo,ESP,2,1510.60290527,2021-11-27,2021-12-05
None,Rijeka,CRO,1,1508.88037109,2021-11-28,2021-12-04
None,Genk,BEL,1,1507.75695801,2021-11-29,2021-12-05
None,Preston,ENG,2,1507.40563965,2021-11-28,2021-12-04
None,Spezia,ITA,1,1507.13500977,2021-11-29,2021-12-01
None,Ferencvaros,HUN,1,1507.05322266,2021-11-29,2021-12-04
None,Benevento,ITA,2,1506.98193359,2021-12-01,2021-12-04
None,CSKA Moskva,RUS,1,1506.32275391,2021-11-29,2021-12-04
None,Guimaraes,POR,1,1505.44482422,2021-11-29,2021-12-04
None,AEK,GRE,1,1503.52233887,2021-11-28,2021-12-05
None,Maccabi Haifa,ISR,1,1503.3392334,2021-11-29,2021-12-02
None,Las Palmas,ESP,2,1502.17028809,2021-11-29,2021-12-05
None,Venezia,ITA,1,1500.51733398,2021-12-01,2021-12-05
None,M Tel Aviv,ISR,1,1500.26965332,2021-11-29,2021-12-05
None,Groningen,NED,1,1500.1048584,2021-11-28,2021-12-03
None,Duesseldorf,GER,2,1500.05664062,2021-11-27,2021-12-03
None,Reading,ENG,2,1500.00598145,2021-11-28,2021-12-04
None,Karabakh Agdam,AZE,0,1499.94177246,2021-11-26,2021-12-09
None,Cardiff,ENG,2,1499.19909668,2021-11-28,2021-12-04
None,Wolfsberg,AUT,1,1498.04931641,2021-11-28,2021-12-05
None,Slovacko,CZE,1,1497.33105469,2021-11-28,2021-12-05
None,Middlesbrough,ENG,2,1493.67358398,2021-11-28,2021-12-04
None,Twente,NED,1,1491.61462402,2021-11-29,2021-12-05
None,Nuernberg,GER,2,1491.44287109,2021-11-29,2021-12-04
None,Fuerth,GER,1,1491.28381348,2021-11-28,2021-12-04
None,Razgrad,BUL,1,1491.18994141,2021-11-30,2021-12-02
None,Karlsruhe,GER,2,1490.4597168,2021-11-28,2021-12-05
None,Zuerich,SUI,1,1490.20263672,2021-11-29,2021-12-04
None,Luton,ENG,2,1489.22192383,2021-11-28,2021-12-04
None,Auxerre,FRA,2,1488.73583984,2021-11-26,2021-12-04
None,Gijon,ESP,2,1487.89904785,2021-11-28,2021-12-05
None,Zaragoza,ESP,2,1487.83728027,2021-11-29,2021-12-06
None,CFR Cluj,ROM,1,1486.52612305,2021-11-30,2021-12-04
None,Besiktas,TUR,1,1485.69421387,2021-11-28,2021-12-03
None,Brescia,ITA,2,1485.57421875,2021-11-28,2021-12-01
None,Regensburg,GER,2,1484.23278809,2021-11-27,2021-12-05
None,Holstein,GER,2,1484.02966309,2021-11-28,2021-12-04
None,Austria Wien,AUT,1,1483.64208984,2021-11-29,2021-12-05
None,Heidenheim,GER,2,1483.37060547,2021-11-27,2021-12-05
None,Malaga,ESP,2,1482.00463867,2021-11-28,2021-12-05
None,Portimonense,POR,1,1481.97216797,2021-11-28,2021-12-03
None,Moreirense,POR,1,1481.82922363,2021-11-27,2021-12-07
None,Lugano,SUI,1,1480.54223633,2021-11-28,2021-12-01
None,Sheriff Tiraspol,MOL,0,1479.39855957,2021-11-25,2021-12-07
None,Huddersfield,ENG,2,1477.72460938,2021-11-28,2021-12-04
None,Paris FC,FRA,2,1477.35717773,2021-11-26,2021-12-03
None,Blackpool,ENG,2,1476.78027344,2021-11-28,2021-12-04
None,Nimes,FRA,2,1473.00708008,2021-11-26,2021-12-03
None,Heerenveen,NED,1,1470.36962891,2021-11-29,2021-12-04
None,Fuenlabrada,ESP,2,1470.3527832,2021-11-28,2021-12-04
None,Sivasspor,TUR,1,1470.25744629,2021-11-29,2021-12-04
None,Mechelen,BEL,1,1470.22460938,2021-11-28,2021-12-05
None,Monza,ITA,2,1469.37963867,2021-12-01,2021-12-05
None,Cartagena,ESP,2,1469.36804199,2021-11-28,2021-12-06
None,Famalicao,POR,1,1469.27575684,2021-11-28,2021-12-05
None,Gil Vicente,POR,1,1468.94567871,2021-11-27,2021-12-05
None,Apollon Lemesos,CYP,0,1467.77661133,2021-11-26,2021-12-09
None,Lech,POL,1,1467.56335449,2021-11-29,2021-12-05
None,Rubin Kazan,RUS,1,1466.51269531,2021-11-29,2021-12-05
None,St Gillis,BEL,1,1466.35559082,2021-11-27,2021-12-03
None,Heracles,NED,1,1465.91455078,2021-11-29,2021-12-01
None,Birmingham,ENG,2,1465.34558105,2021-11-28,2021-12-04
None,Derby,ENG,2,1464.64990234,2021-11-30,2021-12-04
None,Charleroi,BEL,1,1463.83874512,2021-11-28,2021-12-05
None,AIK,SWE,1,1463.54528809,2021-11-30,2021-12-04
None,Ajaccio,FRA,2,1463.42333984,2021-11-26,2021-12-03
None,Rosenborg,NOR,1,1462.91577148,2021-11-29,2021-12-05
None,Lugo,ESP,2,1461.20788574,2021-11-27,2021-12-05
None,Frosinone,ITA,2,1461.20654297,2021-12-01,2021-12-04
None,Burgos,ESP,2,1460.88928223,2021-11-28,2021-12-05
None,Parma,ITA,2,1458.64624023,2021-11-29,2021-12-01
None,Randers,DEN,1,1458.60241699,2021-11-29,2021-12-09
None,Ibiza Eivissa,ESP,2,1458.27868652,2021-11-29,2021-12-05
None,Hajduk,CRO,1,1457.91784668,2021-11-27,2021-12-05
None,Hatayspor,TUR,1,1457.8996582,2021-11-29,2021-12-05
None,Pisa,ITA,2,1456.39172363,2021-12-01,2021-12-05
None,Rakow,POL,1,1455.98901367,2021-11-28,2021-12-04
None,Pacos Ferreira,POR,1,1454.46337891,2021-11-29,2021-12-04
None,Cittadella,ITA,2,1454.45227051,2021-11-28,2021-12-01
None,Santa Clara,POR,1,1454.42895508,2021-11-30,2021-12-05
None,Mirandes,ESP,2,1453.06970215,2021-11-27,2021-12-05
None,Steaua,ROM,1,1452.51965332,2021-11-29,2021-12-05
None,Aalborg,DEN,1,1452.35961914,2021-11-29,2021-12-09
None,Pogon,POL,1,1451.96313477,2021-11-28,2021-12-04
None,Hull,ENG,2,1451.34155273,2021-11-28,2021-12-04
None,CSKA Sofia,BUL,1,1450.99475098,2021-11-30,2021-12-02
None,Viking,NOR,1,1450.61413574,2021-11-29,2021-12-05
None,Aarhus,DEN,1,1450.55004883,2021-11-27,2021-12-09
None,Boavista,POR,1,1450.53881836,2021-11-28,2021-12-04
None,Panathinaikos,GRE,1,1449.15612793,2021-11-29,2021-12-05
None,Bueyueksehir,TUR,1,1449.03100586,2021-11-27,2021-12-05
None,Salernitana,ITA,1,1446.70288086,2021-12-01,2021-12-04
None,Terek Grozny,RUS,1,1446.11181641,2021-11-28,2021-12-04
None,Beer-Sheva,ISR,1,1445.14416504,2021-11-28,2021-12-01
None,Hartberg,AUT,1,1445.08544922,2021-11-29,2021-12-04
None,Konyaspor,TUR,1,1444.9152832,2021-11-29,2021-12-06
None,Hammarby,SWE,1,1444.80224609,2021-11-29,2021-12-04
None,Barnsley,ENG,2,1444.36499023,2021-11-28,2021-12-04
None,Estoril,POR,1,1442.11828613,2021-11-30,2021-12-05
None,Le Havre,FRA,2,1441.82458496,2021-11-26,2021-12-03
None,Cremonese,ITA,2,1441.29736328,2021-12-01,2021-12-04
None,Sparta Rotterdam,NED,1,1440.95874023,2021-11-29,2021-12-05
None,Sochaux,FRA,2,1440.48168945,2021-11-26,2021-12-03
None,Willem II,NED,1,1440.26550293,2021-11-28,2021-12-02
None,Alanyaspor,TUR,1,1439.76977539,2021-11-28,2021-12-04
None,Wattens,AUT,1,1438.54833984,2021-11-28,2021-12-04
None,Rostov,RUS,1,1436.14648438,2021-11-28,2021-12-03
None,Djurgarden,SWE,1,1435.97680664,2021-11-29,2021-12-04
None,Banik Ostrava,CZE,1,1435.33215332,2021-11-28,2021-12-05
None,Fatih Karaguemruek,TUR,1,1434.30505371,2021-11-29,2021-12-05
None,Elfsborg,SWE,1,1433.39489746,2021-11-30,2021-12-04
None,Dnipro,UKR,1,1431.7052002,2021-11-28,2021-12-06
None,Klagenfurt,AUT,1,1431.38623047,2021-11-28,2021-12-04
None,Bristol City,ENG,2,1431.34436035,2021-11-29,2021-12-04
None,Grenoble,FRA,2,1431.17260742,2021-11-26,2021-12-03
None,Belenenses,POR,1,1430.82983398,2021-11-28,2021-12-07
None,Hannover,GER,2,1430.80822754,2021-11-28,2021-12-05
None,StGallen,SUI,1,1430.38024902,2021-11-28,2021-12-05
None,Legia,POL,1,1429.07543945,2021-11-29,2021-12-05
None,Cambuur,NED,1,1427.34143066,2021-11-27,2021-12-04
None,Sociedad B,ESP,2,1427.02954102,2021-11-29,2021-12-05
None,Valerenga,NOR,1,1425.32958984,2021-11-28,2021-12-05
None,Standard,BEL,1,1423.18371582,2021-11-29,2021-12-05
None,Ascoli,ITA,2,1422.35974121,2021-12-01,2021-12-05
None,Amorebieta,ESP,2,1420.86804199,2021-11-29,2021-12-05
None,Maritimo,POR,1,1420.73754883,2021-11-29,2021-12-04
None,Omonia,CYP,0,1420.07434082,2021-11-26,2021-12-09
None,Dijon,FRA,2,1419.08398438,2021-11-26,2021-12-03
None,Aris,GRE,1,1418.41381836,2021-11-29,2021-12-05
None,Reggina,ITA,2,1417.30456543,2021-12-01,2021-12-04
None,Servette,SUI,1,1416.77148438,2021-11-29,2021-12-04
None,Guingamp,FRA,2,1416.73474121,2021-11-26,2021-12-03
None,Aue,GER,2,1416.44848633,2021-11-28,2021-12-03
None,Sion,SUI,1,1416.13830566,2021-11-28,2021-12-05
None,AEL Limassol,CYP,0,1415.40368652,2021-11-26,2021-12-09
None,Kryliya Sovetov,RUS,1,1415.27893066,2021-11-29,2021-12-04
None,Kortrijk,BEL,1,1415.18286133,2021-11-28,2021-12-04
None,Tondela,POR,1,1414.01672363,2021-11-29,2021-12-07
None,Rostock,GER,2,1413.64074707,2021-11-29,2021-12-04
None,Luzern,SUI,1,1412.95056152,2021-11-29,2021-12-04
None,Lechia,POL,1,1411.47753906,2021-11-28,2021-12-04
None,Pau,FRA,2,1411.10168457,2021-11-26,2021-12-03
None,HNK Gorica,CRO,1,1410.81628418,2021-11-28,2021-12-04
None,Eupen,BEL,1,1410.75878906,2021-11-28,2021-12-04
None,Vorskla,UKR,1,1410.46679688,2021-11-28,2021-12-04
None,Spal,ITA,2,1409.29541016,2021-12-01,2021-12-04
None,Anorthosis,CYP,0,1409.08044434,2021-11-26,2021-12-09
None,Gaziantep FK,TUR,1,1407.33752441,2021-11-29,2021-12-06
None,Jablonec,CZE,1,1406.78100586,2021-11-29,2021-12-05
None,Nijmegen,NED,1,1406.64196777,2021-11-27,2021-12-05
None,Peterboro,ENG,2,1406.53747559,2021-11-28,2021-12-04
None,Grasshoppers,SUI,1,1405.41430664,2021-11-28,2021-12-05
None,Rodez,FRA,2,1405.1114502,2021-11-26,2021-12-03
None,Norrkoeping,SWE,1,1404.42993164,2021-11-29,2021-12-04
None,Desna,UKR,1,1403.66210938,2021-11-28,2021-12-05
None,Slovan Liberec,CZE,1,1402.66455078,2021-11-29,2021-12-04
None,FC Khimki,RUS,1,1402.54882812,2021-11-28,2021-12-05
None,FK Astana,KAZ,0,1402.43249512,2021-11-26,2021-12-09
None,Ried,AUT,1,1401.23022461,2021-11-29,2021-12-05
None,Ufa,RUS,1,1400.98632812,2021-11-30,2021-12-05
None,Leuven,BEL,1,1400.34643555,2021-11-27,2021-12-04
None,Go Ahead Eagles,NED,1,1400.33496094,2021-11-28,2021-12-05
None,Amiens,FRA,2,1400.11486816,2021-11-26,2021-12-03
None,Dresden,GER,2,1399.36828613,2021-11-27,2021-12-05
None,Perugia,ITA,2,1397.51513672,2021-12-01,2021-12-03
None,Odense,DEN,1,1395.88244629,2021-11-29,2021-12-09
None,Sverdlovsk,RUS,1,1394.71008301,2021-11-28,2021-12-04
None,St Truiden,BEL,1,1394.39453125,2021-11-28,2021-12-03
None,Arouca,POR,1,1394.34716797,2021-11-28,2021-12-05
None,Zwolle,NED,1,1393.86877441,2021-11-28,2021-12-03
None,Como,ITA,2,1393.83776855,2021-11-29,2021-12-01
None,Alcorcon,ESP,2,1393.18005371,2021-11-27,2021-12-05
None,Slovan Bratislava,SLK,0,1391.98376465,2021-11-26,2021-12-09
None,Sittard,NED,1,1391.51293945,2021-11-28,2021-12-02
None,Asteras Tripolis,GRE,1,1390.57446289,2021-11-28,2021-12-05
None,Zilina,SLK,0,1389.58972168,2021-11-26,2021-12-09
None,Silkeborg,DEN,1,1389.31799316,2021-11-27,2021-12-09
None,Nordsjaelland,DEN,1,1388.79626465,2021-11-29,2021-12-09
None,Mlada Boleslav,CZE,1,1388.65002441,2021-11-29,2021-12-05
None,Zulte Waregem,BEL,1,1386.44348145,2021-11-29,2021-12-05
None,Piast Gliwice,POL,1,1386.18359375,2021-11-27,2021-12-09
None,Ternana,ITA,2,1385.83190918,2021-11-30,2021-12-04
None,Crotone,ITA,2,1385.16967773,2021-11-30,2021-12-04
None,Olexandriya,UKR,1,1384.7052002,2021-11-30,2021-12-05
None,Trnava,SLK,0,1383.89416504,2021-11-26,2021-12-09
None,Vizela,POR,1,1381.61730957,2021-12-01,2021-12-07
None,Waalwijk,NED,1,1381.54602051,2021-11-28,2021-12-05
None,Kolos,UKR,1,1381.38452148,2021-11-29,2021-12-04
None,Sandhausen,GER,2,1379.69592285,2021-11-28,2021-12-04
None,Oostende,BEL,1,1378.61914062,2021-11-29,2021-12-04
None,Slask,POL,1,1376.58740234,2021-11-28,2021-12-03
None,Dunajska,SLK,0,1375.83776855,2021-11-26,2021-12-09
None,Kristiansund,NOR,1,1375.14172363,2021-11-29,2021-12-05
None,Lillestrom,NOR,1,1374.76574707,2021-11-28,2021-12-05
None,Antalyaspor,TUR,1,1374.35925293,2021-11-28,2021-12-05
None,Sarpsborg,NOR,1,1373.78320312,2021-11-29,2021-12-05
None,Sigma Olomouc,CZE,1,1371.48486328,2021-11-28,2021-12-04
None,Craiova,ROM,1,1369.36328125,2021-11-29,2021-12-06
None,Nancy,FRA,2,1367.88427734,2021-11-26,2021-12-03
None,Haecken,SWE,1,1366.67602539,2021-11-30,2021-12-04
None,Caen,FRA,2,1364.98327637,2021-11-26,2021-12-04
None,Valenciennes,FRA,2,1364.7310791,2021-11-26,2021-12-03
None,Lausanne,SUI,1,1363.3951416,2021-11-29,2021-12-05
None,Altach,AUT,1,1360.95544434,2021-11-28,2021-12-01
None,Goeteborg,SWE,1,1359.67944336,2021-11-29,2021-12-04
None,Tula,RUS,1,1359.43933105,2021-11-30,2021-12-05
None,Lok Plovdiv,BUL,1,1358.38769531,2021-11-28,2021-12-05
None,Mjaellby,SWE,1,1358.22827148,2021-11-30,2021-12-04
None,Bohemians Praha,CZE,1,1358.20568848,2021-11-28,2021-12-05
None,Admira,AUT,1,1357.2746582,2021-11-28,2021-12-04
None,Goeztepe,TUR,1,1354.74169922,2021-11-30,2021-12-06
None,Kayseri,TUR,1,1354.65820312,2021-11-28,2021-12-05
None,Seraing,BEL,1,1354.65612793,2021-11-28,2021-12-04
None,Cukaricki,SRB,1,1354.64550781,2021-11-28,2021-12-06
None,Adana Demirspor,TUR,1,1354.61535645,2021-11-27,2021-12-04
None,Bastia,FRA,2,1352.82897949,2021-11-26,2021-12-03
None,Dunkerque,FRA,2,1352.23010254,2021-11-26,2021-12-03
None,Niort,FRA,2,1350.92822266,2021-11-26,2021-12-06
None,Haugesund,NOR,1,1349.61621094,2021-11-29,2021-12-05
None,Soligorsk,BLR,1,1349.35266113,2021-11-29,2022-03-19
None,Giresunspor,TUR,1,1346.69482422,2021-11-28,2021-12-05
None,Hibernian,SCO,1,1346.48962402,2021-11-28,2021-12-01
None,Nizhny Novgorod,RUS,1,1346.39111328,2021-11-29,2021-12-05
None,Viborg,DEN,1,1345.89318848,2021-11-29,2021-12-09
None,Kalmar,SWE,1,1345.84204102,2021-11-29,2021-12-04
None,Videoton,HUN,1,1343.36950684,2021-11-28,2021-12-05
None,Kasimpasa,TUR,1,1343.01538086,2021-11-27,2021-12-03
None,Cercle Brugge,BEL,1,1342.76000977,2021-11-28,2021-12-04
None,Ingolstadt,GER,2,1341.6776123,2021-11-29,2021-12-04
