Rank,Club,Country,Level,Elo,From,To
None,Anderlecht,BEL,1,1554.30212402,2021-12-28,2022-01-16
None,Molde,NOR,1,1554.29162598,2021-12-13,2022-02-17
None,Sturm Graz,AUT,1,1553.87121582,2021-12-13,2022-02-12
None,Bordeaux,FRA,1,1553.54284668,2021-12-23,2022-01-07
None,Hamburg,GER,2,1553.07421875,2021-12-19,2022-01-14
None,Gent,BEL,1,1552.65649414,2021-12-27,2022-01-14
None,Metz,FRA,1,1548.23681641,2021-12-23,2022-01-09
None,Dynamo Moskva,RUS,1,1546.27526855,2021-12-13,2022-02-17
None,Osijek,CRO,1,1546.15539551,2021-12-20,2022-01-29
None,Malmoe,SWE,1,1545.53051758,2021-12-09,2022-04-03
None,Galatasaray,TUR,1,1545.23669434,2021-12-26,2022-01-08
None,Toulouse,FRA,2,1543.96130371,2021-12-22,2022-01-15
None,Viktoria Plzen,CZE,1,1542.92614746,2021-12-19,2022-02-06
None,Clermont,FRA,1,1539.28588867,2021-12-13,2022-01-09
None,Genoa,ITA,1,1538.29541016,2021-12-22,2022-01-06
None,Antwerp,BEL,1,1536.72827148,2021-12-20,2022-01-16
None,QPR,ENG,2,1536.4753418,2021-12-31,2022-01-02
None,Schalke,GER,2,1531.7565918,2021-12-19,2022-01-16
None,Troyes,FRA,1,1531.5357666,2021-12-23,2022-01-16
None,Fenerbahce,TUR,1,1530.75805664,2021-12-27,2022-01-10
None,Sochi,RUS,1,1530.71069336,2021-12-14,2022-02-17
None,Oviedo,ESP,2,1527.01599121,2022-01-01,2022-01-10
None,PAOK,GRE,1,1526.49072266,2021-12-20,2022-01-12
None,Saint-Etienne,FRA,1,1526.0682373,2021-12-23,2022-01-15
None,Lorient,FRA,1,1523.3717041,2021-12-23,2022-01-16
None,CSKA Moskva,RUS,1,1522.76574707,2021-12-12,2022-02-17
None,Spartak Moskva,RUS,1,1522.54089355,2021-12-14,2022-02-17
None,FC Krasnodar,RUS,1,1521.93823242,2021-12-13,2022-02-17
None,Maccabi Haifa,ISR,1,1521.62011719,2021-12-26,2022-01-03
None,Zuerich,SUI,1,1520.94702148,2021-12-19,2022-01-29
None,Middlesbrough,ENG,2,1520.94372559,2021-12-30,2022-01-15
None,Brondby,DEN,1,1519.75048828,2021-12-10,2022-02-17
None,Zorya,UKR,1,1519.19396973,2021-12-13,2022-07-20
None,Ponferradina,ESP,2,1518.88623047,2022-01-01,2022-01-09
None,Lok Moskva,RUS,1,1517.97570801,2021-12-13,2022-02-17
None,St Pauli,GER,2,1517.66149902,2021-12-18,2022-01-15
None,Twente,NED,1,1517.14074707,2021-12-23,2022-01-15
None,Spezia,ITA,1,1515.97827148,2021-12-23,2022-01-06
None,Cagliari,ITA,1,1514.30200195,2021-12-22,2022-01-06
None,Wolfsberg,AUT,1,1514.1907959,2021-12-12,2022-02-12
None,Lecce,ITA,2,1514.0982666,2021-12-12,2022-01-16
None,Genk,BEL,1,1513.74304199,2021-12-27,2022-01-16
None,Benevento,ITA,2,1512.15991211,2021-12-11,2022-01-13
None,CFR Cluj,ROM,1,1511.07397461,2021-12-20,2022-01-23
None,Forest,ENG,2,1510.49389648,2021-12-31,2022-01-15
None,Paderborn,GER,2,1509.4317627,2021-12-19,2022-01-15
None,Stoke,ENG,2,1508.81567383,2021-12-31,2022-01-03
None,Millwall,ENG,2,1507.88110352,2021-12-30,2022-01-02
None,Swansea,ENG,2,1507.83789062,2021-12-12,2022-01-15
None,Rijeka,CRO,1,1507.67529297,2021-12-19,2022-01-30
None,Las Palmas,ESP,2,1506.38989258,2021-12-19,2022-01-02
None,Guimaraes,POR,1,1503.56860352,2021-12-30,2022-01-10
None,Ferencvaros,HUN,1,1503.47387695,2021-12-19,2022-01-27
None,Paris FC,FRA,2,1501.87414551,2021-12-22,2022-01-17
None,Gijon,ESP,2,1501.34118652,2021-12-19,2022-01-02
None,Duesseldorf,GER,2,1497.50170898,2021-12-18,2022-01-15
None,St Gillis,BEL,1,1496.72290039,2021-12-27,2022-01-18
None,M Tel Aviv,ISR,1,1496.20849609,2021-12-28,2022-01-03
None,Luton,ENG,2,1495.50610352,2021-12-12,2022-01-15
None,Preston,ENG,2,1494.76208496,2021-12-12,2022-01-03
None,Fuerth,GER,1,1494.31994629,2021-12-19,2022-01-08
None,Heidenheim,GER,2,1493.37060547,2021-12-19,2022-01-16
None,Nuernberg,GER,2,1493.3236084,2021-12-19,2022-01-15
None,Venezia,ITA,1,1493.03308105,2021-12-23,2022-01-09
None,AEK,GRE,1,1492.50317383,2021-12-21,2022-01-05
None,Gil Vicente,POR,1,1492.13671875,2021-12-29,2022-01-10
None,Sheriff Tiraspol,MOL,0,1490.16931152,2021-12-08,2022-02-17
None,Huddersfield,ENG,2,1490.11108398,2021-12-31,2022-01-02
None,Slovacko,CZE,1,1490.09570312,2021-12-19,2022-02-13
None,Besiktas,TUR,1,1489.16259766,2021-12-28,2022-01-09
None,Bueyueksehir,TUR,1,1487.61486816,2021-12-26,2022-01-08
None,Karabakh Agdam,AZE,0,1487.50463867,2021-12-10,2022-02-17
None,Groningen,NED,1,1486.6652832,2021-12-22,2022-01-16
None,Coventry,ENG,2,1486.33398438,2021-12-30,2022-01-15
None,Auxerre,FRA,2,1485.56750488,2021-12-22,2022-01-08
None,Cartagena,ESP,2,1485.5032959,2021-12-20,2022-01-02
None,Zaragoza,ESP,2,1484.4720459,2021-12-20,2022-01-02
None,Konyaspor,TUR,1,1484.3581543,2021-12-28,2022-01-09
None,Monza,ITA,2,1483.63696289,2021-12-12,2022-01-13
None,Austria Wien,AUT,1,1482.78894043,2021-12-13,2022-02-12
None,Holstein,GER,2,1482.68591309,2021-12-18,2022-01-16
None,Brescia,ITA,2,1482.64599609,2021-12-20,2022-01-15
None,Hajduk,CRO,1,1482.50634766,2021-12-20,2022-01-29
None,Reading,ENG,2,1480.9296875,2021-12-12,2022-01-03
None,Lugano,SUI,1,1479.06921387,2021-12-20,2022-01-29
None,Heerenveen,NED,1,1479.02770996,2021-12-23,2022-01-15
None,Ajaccio,FRA,2,1478.49316406,2021-12-22,2022-01-19
None,Sivasspor,TUR,1,1476.49890137,2021-12-28,2022-01-09
None,Karlsruhe,GER,2,1476.39282227,2021-12-20,2022-01-15
None,Portimonense,POR,1,1475.82727051,2021-12-30,2022-01-09
None,Burgos,ESP,2,1475.67834473,2022-01-01,2022-01-08
None,Pisa,ITA,2,1474.0645752,2021-12-19,2022-01-15
None,Derby,ENG,2,1473.30065918,2021-12-31,2022-01-03
None,Cardiff,ENG,2,1472.79187012,2021-12-31,2022-01-02
None,Malaga,ESP,2,1469.92456055,2021-12-19,2022-01-03
None,Lugo,ESP,2,1469.25378418,2021-12-12,2022-01-02
None,Fuenlabrada,ESP,2,1468.94238281,2021-12-20,2022-01-02
None,Apollon Lemesos,CYP,0,1468.19567871,2021-12-10,2022-07-19
None,Charleroi,BEL,1,1467.55871582,2021-12-28,2022-01-16
None,AIK,SWE,1,1467.45788574,2021-12-09,2022-04-02
None,Mechelen,BEL,1,1466.46728516,2021-12-28,2022-01-15
None,Rosenborg,NOR,1,1465.94335938,2021-12-13,2022-02-17
None,Nimes,FRA,2,1465.48730469,2021-12-22,2022-01-08
None,Moreirense,POR,1,1465.20849609,2021-12-29,2022-01-03
None,Razgrad,BUL,1,1465.17895508,2021-12-21,2022-02-13
None,Viking,NOR,1,1464.71582031,2021-12-13,2022-02-17
None,Steaua,ROM,1,1464.2956543,2021-12-20,2022-01-23
None,Beer-Sheva,ISR,1,1463.97668457,2021-12-27,2022-01-02
None,Cremonese,ITA,2,1463.61743164,2021-12-19,2022-01-15
None,Lech,POL,1,1462.94213867,2021-12-20,2022-02-06
None,Cittadella,ITA,2,1461.93359375,2021-12-20,2022-01-23
None,Heracles,NED,1,1460.14111328,2021-12-23,2022-01-15
None,Banik Ostrava,CZE,1,1458.32092285,2021-12-20,2022-02-06
None,Frosinone,ITA,2,1457.19628906,2021-12-19,2022-01-15
None,Le Havre,FRA,2,1456.05859375,2021-12-22,2022-01-08
None,Terek Grozny,RUS,1,1454.87524414,2021-12-13,2022-02-17
None,Hartberg,AUT,1,1454.48669434,2021-12-12,2022-02-13
None,Ibiza Eivissa,ESP,2,1453.56494141,2021-12-19,2022-01-02
None,Servette,SUI,1,1453.04577637,2021-12-19,2022-01-29
None,Randers,DEN,1,1452.73388672,2021-12-10,2022-02-17
None,Mirandes,ESP,2,1451.49450684,2021-12-20,2022-01-02
None,Regensburg,GER,2,1451.41064453,2021-12-20,2022-01-16
None,Boavista,POR,1,1450.98999023,2021-12-30,2022-01-08
None,Parma,ITA,2,1450.96691895,2021-12-20,2022-01-21
None,Hammarby,SWE,1,1449.93603516,2021-12-09,2022-04-02
None,Rubin Kazan,RUS,1,1449.41748047,2021-12-12,2022-02-17
None,Panathinaikos,GRE,1,1449.07348633,2021-12-20,2022-01-05
None,CSKA Sofia,BUL,1,1448.98083496,2021-12-21,2022-02-13
None,Aalborg,DEN,1,1448.9744873,2021-12-10,2022-02-17
None,Pacos Ferreira,POR,1,1447.80957031,2021-12-31,2022-01-09
None,Aarhus,DEN,1,1447.16503906,2021-12-10,2022-02-17
None,Pogon,POL,1,1446.9432373,2021-12-19,2022-02-05
None,Famalicao,POR,1,1446.63952637,2021-12-18,2022-01-09
None,Sochaux,FRA,2,1445.69348145,2021-12-22,2022-01-08
None,Amorebieta,ESP,2,1445.42321777,2022-01-01,2022-01-07
None,Rakow,POL,1,1443.2121582,2021-12-19,2022-02-06
None,Djurgarden,SWE,1,1442.81152344,2021-12-09,2022-04-04
None,Santa Clara,POR,1,1441.63293457,2021-12-31,2022-01-07
None,Sparta Rotterdam,NED,1,1440.71459961,2021-12-24,2022-01-16
None,Hatayspor,TUR,1,1440.06616211,2021-12-26,2022-01-08
None,Klagenfurt,AUT,1,1439.34423828,2021-12-13,2022-02-13
None,Dnipro,UKR,1,1439.2557373,2021-12-11,2022-07-20
None,Elfsborg,SWE,1,1437.0189209,2021-12-09,2022-04-04
None,Wattens,AUT,1,1436.5189209,2021-12-12,2022-02-12
None,Blackpool,ENG,2,1436.27160645,2021-12-30,2022-01-01
None,Maritimo,POR,1,1436.20581055,2021-12-29,2022-01-09
None,Birmingham,ENG,2,1435.70690918,2021-12-19,2022-01-02
None,Grasshoppers,SUI,1,1435.50183105,2021-12-20,2022-01-30
None,Hull,ENG,2,1434.75097656,2021-12-19,2022-01-01
None,Estoril,POR,1,1433.64782715,2021-12-29,2022-01-08
None,Hannover,GER,2,1431.80053711,2021-12-20,2022-01-14
None,Salernitana,ITA,1,1431.0234375,2021-12-18,2022-01-09
None,Sverdlovsk,RUS,1,1429.76965332,2021-12-12,2022-02-17
None,Rostov,RUS,1,1429.08398438,2021-12-12,2022-02-17
None,Kortrijk,BEL,1,1428.10437012,2021-12-18,2022-01-14
None,Gaziantep FK,TUR,1,1427.47790527,2021-12-27,2022-01-08
None,Dijon,FRA,2,1426.64111328,2021-12-22,2022-01-08
None,Barnsley,ENG,2,1426.26147461,2021-12-30,2022-01-22
None,Cambuur,NED,1,1424.32409668,2021-12-23,2022-01-16
None,Kryliya Sovetov,RUS,1,1423.65759277,2021-12-12,2022-02-17
None,Alanyaspor,TUR,1,1423.5546875,2021-12-27,2022-01-08
None,Nijmegen,NED,1,1421.86804199,2021-12-23,2022-01-15
None,Valerenga,NOR,1,1421.71972656,2021-12-13,2022-02-17
None,Amiens,FRA,2,1421.53125,2021-12-22,2022-01-19
None,Sion,SUI,1,1421.39758301,2021-12-20,2022-01-30
None,Guingamp,FRA,2,1421.11474609,2021-12-22,2022-01-08
None,Fatih Karaguemruek,TUR,1,1420.77209473,2021-12-27,2022-01-08
None,Aris,GRE,1,1420.17175293,2021-12-21,2022-01-05
None,HNK Gorica,CRO,1,1419.15344238,2021-12-19,2022-01-28
None,Rodez,FRA,2,1419.12145996,2021-12-22,2022-01-08
None,AEL Limassol,CYP,0,1415.82263184,2021-12-10,2022-07-01
None,Anorthosis,CYP,0,1415.42382812,2021-12-10,2022-07-01
None,Omonia,CYP,0,1415.42321777,2021-12-10,2022-07-19
None,Bristol City,ENG,2,1414.24487305,2021-12-31,2022-01-02
None,Ried,AUT,1,1413.07836914,2021-12-12,2022-02-12
None,Belenenses,POR,1,1413.03637695,2021-12-20,2022-01-02
None,Willem II,NED,1,1412.27172852,2021-12-23,2022-01-14
None,StGallen,SUI,1,1412.08117676,2021-12-19,2022-01-30
None,Leuven,BEL,1,1409.60168457,2021-12-28,2022-01-15
None,Grenoble,FRA,2,1407.58117676,2021-12-22,2022-01-08
None,Sociedad B,ESP,2,1405.92346191,2022-01-01,2022-01-08
None,FK Astana,KAZ,0,1405.34277344,2021-12-10,2022-07-06
None,Standard,BEL,1,1403.94445801,2021-12-27,2022-01-16
None,Rostock,GER,2,1403.12194824,2021-12-20,2022-01-14
None,Dresden,GER,2,1401.62023926,2021-12-19,2022-01-14
None,Vorskla,UKR,1,1401.09924316,2021-12-12,2022-07-20
None,Luzern,SUI,1,1400.50085449,2021-12-19,2022-01-30
None,Sittard,NED,1,1400.22424316,2021-12-23,2022-01-16
None,Alcorcon,ESP,2,1399.74780273,2021-12-20,2022-01-03
None,Slovan Liberec,CZE,1,1398.95227051,2021-12-20,2022-02-15
None,Lechia,POL,1,1398.11035156,2021-12-18,2022-02-05
None,Perugia,ITA,2,1397.49511719,2021-12-20,2022-01-16
None,Sandhausen,GER,2,1394.44189453,2021-12-18,2022-01-16
None,Adana Demirspor,TUR,1,1394.23669434,2021-12-27,2022-01-10
None,Ufa,RUS,1,1393.80163574,2021-12-13,2022-02-17
None,Ascoli,ITA,2,1393.19799805,2021-12-19,2022-01-14
None,Norrkoeping,SWE,1,1392.92419434,2021-12-09,2022-04-03
None,Odense,DEN,1,1392.49743652,2021-12-10,2022-02-17
None,Cercle Brugge,BEL,1,1391.33972168,2021-12-27,2022-01-16
None,Peterboro,ENG,2,1389.6015625,2021-12-19,2022-01-15
None,Como,ITA,2,1389.19836426,2021-12-19,2022-01-15
None,Spal,ITA,2,1389.1628418,2021-12-19,2022-01-16
None,Legia,POL,1,1389.05432129,2021-12-20,2022-02-04
None,Zulte Waregem,BEL,1,1388.74072266,2021-12-27,2022-01-23
None,Zilina,SLK,0,1387.72717285,2021-12-10,2022-07-01
None,Lillestrom,NOR,1,1387.33789062,2021-12-13,2022-02-17
None,Jablonec,CZE,1,1386.95263672,2021-12-19,2022-02-05
None,Slovan Bratislava,SLK,0,1386.82275391,2021-12-10,2022-07-06
None,FC Khimki,RUS,1,1386.65209961,2021-12-13,2022-02-17
None,Kolos,UKR,1,1386.45605469,2021-12-13,2022-07-20
None,Silkeborg,DEN,1,1385.93286133,2021-12-10,2022-02-17
None,Caen,FRA,2,1385.64111328,2021-12-22,2022-01-15
None,Nordsjaelland,DEN,1,1385.41113281,2021-12-10,2022-02-17
None,Waalwijk,NED,1,1385.07543945,2021-12-24,2022-01-15
None,Go Ahead Eagles,NED,1,1384.91845703,2021-12-24,2022-01-15
None,Aue,GER,2,1384.36474609,2021-12-19,2022-01-15
None,Pau,FRA,2,1384.27868652,2021-12-22,2022-01-08
None,Desna,UKR,1,1383.55114746,2021-12-11,2022-07-01
None,Reggina,ITA,2,1383.55004883,2021-12-19,2022-01-15
None,Olexandriya,UKR,1,1383.296875,2021-12-12,2022-07-20
None,Niort,FRA,2,1383.09143066,2021-12-22,2022-01-28
None,Mlada Boleslav,CZE,1,1382.93334961,2021-12-20,2022-02-06
None,Trnava,SLK,0,1382.03161621,2021-12-10,2022-07-06
None,Asteras Tripolis,GRE,1,1381.7512207,2021-12-20,2022-01-04
None,Vizela,POR,1,1380.9979248,2021-12-29,2022-01-02
None,Kayseri,TUR,1,1379.83642578,2021-12-28,2022-01-09
None,Tondela,POR,1,1379.83410645,2021-12-29,2022-01-03
None,St Truiden,BEL,1,1379.77282715,2021-12-28,2022-01-15
None,Zwolle,NED,1,1377.65148926,2021-12-22,2022-01-14
None,Eupen,BEL,1,1377.27783203,2021-12-28,2022-01-16
None,Ternana,ITA,2,1376.39868164,2021-12-20,2022-01-14
None,Crotone,ITA,2,1375.42224121,2021-12-19,2022-01-22
None,Kristiansund,NOR,1,1374.78759766,2021-12-13,2022-02-17
None,Piast Gliwice,POL,1,1374.1060791,2021-12-19,2022-02-05
None,Dunajska,SLK,0,1373.97509766,2021-12-10,2022-07-06
None,Mjaellby,SWE,1,1372.98596191,2021-12-09,2022-04-04
None,Oostende,BEL,1,1369.5715332,2021-12-27,2022-01-21
None,Goeteborg,SWE,1,1369.44104004,2021-12-09,2022-04-03
None,Tula,RUS,1,1369.20043945,2021-12-12,2022-02-17
None,Admira,AUT,1,1368.29162598,2021-12-13,2022-02-13
None,Antalyaspor,TUR,1,1368.22729492,2021-12-26,2022-01-09
None,Nizhny Novgorod,RUS,1,1366.01342773,2021-12-13,2022-02-17
None,Valenciennes,FRA,2,1365.1373291,2021-12-22,2022-01-08
None,Craiova,ROM,1,1363.86437988,2021-12-19,2022-01-22
None,Arouca,POR,1,1363.18249512,2021-12-31,2022-01-09
None,Lausanne,SUI,1,1360.81726074,2021-12-20,2022-01-30
None,Hibernian,SCO,1,1360.6817627,2021-12-27,2022-01-17
None,US Quevilly,FRA,2,1358.82910156,2021-12-22,2022-01-08
None,Haecken,SWE,1,1358.09729004,2021-12-09,2022-04-02
None,Cukaricki,SRB,1,1357.97119141,2021-12-16,2022-02-12
None,Radomiak,POL,1,1357.83215332,2021-12-20,2022-02-07
None,Sigma Olomouc,CZE,1,1357.62023926,2021-12-20,2022-02-05
None,Bastia,FRA,2,1357.13964844,2021-12-22,2022-01-08
None,Videoton,HUN,1,1355.44311523,2021-12-19,2022-01-30
None,Sarpsborg,NOR,1,1354.48400879,2021-12-13,2022-02-17
None,Altach,AUT,1,1353.24865723,2021-12-12,2022-02-12
None,Aberdeen,SCO,1,1350.35021973,2021-12-27,2022-01-18
None,Giresunspor,TUR,1,1350.18640137,2021-12-26,2022-01-08
None,Gornik,POL,1,1349.93847656,2021-12-20,2022-02-05
None,Soligorsk,BLR,1,1349.35266113,2021-11-29,2022-03-19
None,Ingolstadt,GER,2,1348.51867676,2021-12-19,2022-01-16
None,Kasimpasa,TUR,1,1347.28466797,2021-12-26,2022-01-08
None,Haugesund,NOR,1,1346.52270508,2021-12-13,2022-02-17
None,Nancy,FRA,2,1346.34997559,2021-12-22,2022-01-15
None,Stromsgodset,NOR,1,1343.34863281,2021-12-13,2022-02-17
None,Goeztepe,TUR,1,1343.03662109,2021-12-27,2022-01-09
None,Viborg,DEN,1,1342.50805664,2021-12-10,2022-02-17
None,Sepsi,ROM,1,1342.41882324,2021-12-20,2022-01-24
