Rank,Club,Country,Level,Elo,From,To
None,PAOK,GRE,1,1566.31933594,2021-08-27,2021-09-12
None,Galatasaray,TUR,1,1563.62792969,2021-08-30,2021-09-12
None,Celtic,SCO,1,1561.71643066,2021-08-30,2021-09-11
None,Besiktas,TUR,1,1561.17272949,2021-08-29,2021-09-11
None,LASK,AUT,1,1561.0604248,2021-08-30,2021-09-12
None,QPR,ENG,2,1560.66088867,2021-08-29,2021-09-11
None,Gent,BEL,1,1559.91577148,2021-08-30,2021-09-12
None,Utrecht,NED,1,1558.65075684,2021-08-30,2021-09-11
None,Strasbourg,FRA,1,1556.76123047,2021-08-30,2021-09-12
None,Saint-Etienne,FRA,1,1555.1550293,2021-08-29,2021-09-12
None,Empoli,ITA,1,1554.81420898,2021-08-29,2021-09-11
None,Basel,SUI,1,1553.61816406,2021-08-30,2021-09-12
None,Molde,NOR,1,1553.52478027,2021-08-30,2021-09-12
None,Gijon,ESP,2,1551.75695801,2021-08-29,2021-09-03
None,Paderborn,GER,2,1541.85229492,2021-08-30,2021-09-12
None,Barnsley,ENG,2,1541.49902344,2021-08-29,2021-09-11
None,Fenerbahce,TUR,1,1541.35876465,2021-08-30,2021-09-12
None,Metz,FRA,1,1541.0723877,2021-08-30,2021-09-12
None,Spezia,ITA,1,1540.26818848,2021-08-29,2021-09-12
None,Swansea,ENG,2,1540.09130859,2021-08-29,2021-09-11
None,Fuerth,GER,1,1539.86132812,2021-08-29,2021-09-11
None,Clermont,FRA,1,1539.78259277,2021-08-30,2021-09-11
None,CFR Cluj,ROM,1,1538.70556641,2021-08-30,2021-09-11
None,Hamburg,GER,2,1537.58178711,2021-08-29,2021-09-11
None,M Tel Aviv,ISR,1,1534.8840332,2021-08-30,2021-09-11
None,Ferencvaros,HUN,1,1533.51599121,2021-08-29,2021-09-11
None,Lorient,FRA,1,1533.39599609,2021-08-30,2021-09-10
None,Razgrad,BUL,1,1530.98669434,2021-08-30,2021-09-11
None,Sochi,RUS,1,1527.9095459,2021-08-27,2021-09-12
None,Trabzonspor,TUR,1,1527.3861084,2021-08-30,2021-09-12
None,Tenerife,ESP,2,1527.35009766,2021-08-29,2021-09-04
None,CSKA Sofia,BUL,1,1526.4453125,2021-08-30,2021-09-11
None,Las Palmas,ESP,2,1525.93933105,2021-08-28,2021-09-05
None,Duesseldorf,GER,2,1525.2479248,2021-08-29,2021-09-12
None,Darmstadt,GER,2,1523.98901367,2021-08-29,2021-09-12
None,Blackburn,ENG,2,1523.08288574,2021-08-29,2021-09-11
None,Zorya,UKR,1,1522.92236328,2021-08-30,2021-09-11
None,Bodoe Glimt,NOR,1,1521.87878418,2021-08-30,2021-09-12
None,CSKA Moskva,RUS,1,1520.63708496,2021-08-27,2021-09-12
None,Fuenlabrada,ESP,2,1520.44726562,2021-08-30,2021-09-04
None,Stoke,ENG,2,1519.98242188,2021-08-29,2021-09-11
None,Bordeaux,FRA,1,1519.7421875,2021-08-29,2021-09-12
None,Vitesse,NED,1,1519.05065918,2021-08-30,2021-09-12
None,Dynamo Moskva,RUS,1,1518.52612305,2021-08-28,2021-09-12
None,Benevento,ITA,2,1515.49499512,2021-08-30,2021-09-10
None,Brest,FRA,1,1515.17297363,2021-08-30,2021-09-12
None,Ponferradina,ESP,2,1515.03479004,2021-08-29,2021-09-04
None,Schalke,GER,2,1514.85705566,2021-08-29,2021-09-12
None,Osijek,CRO,1,1514.65930176,2021-08-30,2021-09-12
None,Toulouse,FRA,2,1514.44250488,2021-08-29,2021-09-13
None,Anderlecht,BEL,1,1512.57775879,2021-08-30,2021-09-12
None,Antwerp,BEL,1,1511.36914062,2021-08-30,2021-09-11
None,Brondby,DEN,1,1508.35229492,2021-08-30,2021-09-10
None,Nimes,FRA,2,1508.02062988,2021-08-29,2021-09-11
None,Rijeka,CRO,1,1507.08239746,2021-08-30,2021-09-11
None,Oviedo,ESP,2,1506.51403809,2021-08-29,2021-09-06
None,Malaga,ESP,2,1505.26745605,2021-08-28,2021-09-04
None,Spartak Moskva,RUS,1,1505.08044434,2021-08-27,2021-09-11
None,Legia,POL,1,1504.89831543,2021-08-30,2021-09-11
None,Karlsruhe,GER,2,1503.11486816,2021-08-28,2021-09-11
None,FC Krasnodar,RUS,1,1501.71289062,2021-08-28,2021-09-13
None,Preston,ENG,2,1500.21350098,2021-08-29,2021-09-11
None,Viktoria Plzen,CZE,1,1499.94824219,2021-08-30,2021-09-11
None,Parma,ITA,2,1499.43713379,2021-08-30,2021-09-12
None,Holstein,GER,2,1499.17114258,2021-08-29,2021-09-11
None,Brescia,ITA,2,1497.55908203,2021-08-28,2021-09-11
None,Middlesbrough,ENG,2,1497.55200195,2021-08-29,2021-09-11
None,Millwall,ENG,2,1497.38244629,2021-08-29,2021-09-11
None,AEK,GRE,1,1495.23046875,2021-08-27,2021-09-12
None,Troyes,FRA,1,1494.17614746,2021-08-30,2021-09-12
None,Maccabi Haifa,ISR,1,1493.91625977,2021-08-30,2021-09-11
None,Rubin Kazan,RUS,1,1492.07897949,2021-08-28,2021-09-13
None,Guimaraes,POR,1,1489.48791504,2021-08-30,2021-09-12
None,Mirandes,ESP,2,1488.40283203,2021-08-29,2021-09-05
None,Moreirense,POR,1,1488.0357666,2021-08-28,2021-09-12
None,Venezia,ITA,1,1485.77319336,2021-08-28,2021-09-11
None,Reading,ENG,2,1485.55517578,2021-08-29,2021-09-11
None,Heidenheim,GER,2,1483.9654541,2021-08-29,2021-09-12
None,Nuernberg,GER,2,1483.8236084,2021-08-28,2021-09-12
None,Apollon Lemesos,CYP,0,1483.72766113,2021-08-27,2021-09-16
None,Santa Clara,POR,1,1483.15148926,2021-08-30,2021-09-11
None,Huddersfield,ENG,2,1482.54309082,2021-08-29,2021-09-11
None,Coventry,ENG,2,1481.1965332,2021-08-29,2021-09-11
None,Luton,ENG,2,1480.67492676,2021-08-29,2021-09-11
None,Cittadella,ITA,2,1480.63879395,2021-08-30,2021-09-12
None,Paris FC,FRA,2,1479.67810059,2021-08-29,2021-09-11
None,St Pauli,GER,2,1479.31469727,2021-08-30,2021-09-11
None,Wolfsberg,AUT,1,1478.37023926,2021-08-29,2021-09-11
None,Lecce,ITA,2,1478.13867188,2021-08-30,2021-09-10
None,Salernitana,ITA,1,1475.93933105,2021-08-30,2021-09-12
None,Zaragoza,ESP,2,1475.6907959,2021-08-31,2021-09-05
None,Cartagena,ESP,2,1475.52490234,2021-08-31,2021-09-04
None,Boavista,POR,1,1474.81665039,2021-08-29,2021-09-12
None,Alcorcon,ESP,2,1473.25646973,2021-08-28,2021-09-05
None,Birmingham,ENG,2,1472.62451172,2021-08-29,2021-09-10
None,Ibiza Eivissa,ESP,2,1471.89367676,2021-08-29,2021-09-05
None,Regensburg,GER,2,1471.01220703,2021-08-30,2021-09-12
None,Famalicao,POR,1,1470.71691895,2021-08-29,2021-09-12
None,Monza,ITA,2,1470.13330078,2021-08-30,2021-09-11
None,AIK,SWE,1,1468.97668457,2021-08-29,2021-09-13
None,Sociedad B,ESP,2,1468.77856445,2021-08-30,2021-09-04
None,Crotone,ITA,2,1468.77514648,2021-08-30,2021-09-11
None,Karabakh Agdam,AZE,0,1467.75317383,2021-08-27,2021-09-16
None,Pacos Ferreira,POR,1,1467.22009277,2021-08-30,2021-09-11
None,Austria Wien,AUT,1,1467.00244141,2021-08-30,2021-09-12
None,Forest,ENG,2,1466.29858398,2021-08-29,2021-09-12
None,Zuerich,SUI,1,1465.28308105,2021-08-29,2021-09-11
None,Elfsborg,SWE,1,1464.97741699,2021-08-30,2021-09-13
None,Gil Vicente,POR,1,1464.72314453,2021-08-30,2021-09-12
None,Charleroi,BEL,1,1464.34777832,2021-08-29,2021-09-12
None,Djurgarden,SWE,1,1463.86083984,2021-08-30,2021-09-12
None,Auxerre,FRA,2,1463.8494873,2021-08-29,2021-09-11
None,Groningen,NED,1,1463.24963379,2021-08-29,2021-09-12
None,Rosenborg,NOR,1,1462.86242676,2021-08-30,2021-09-12
None,Mechelen,BEL,1,1461.35046387,2021-08-28,2021-09-12
None,Panathinaikos,GRE,1,1459.77209473,2021-08-27,2021-09-11
None,Slovacko,CZE,1,1459.06860352,2021-08-29,2021-09-12
None,Hajduk,CRO,1,1456.41894531,2021-08-30,2021-09-12
None,Lugano,SUI,1,1456.08557129,2021-08-29,2021-09-12
None,Sivasspor,TUR,1,1455.85302734,2021-08-30,2021-09-12
None,Amorebieta,ESP,2,1453.91418457,2021-08-30,2021-09-05
None,Nordsjaelland,DEN,1,1453.76428223,2021-08-28,2021-09-10
None,Lugo,ESP,2,1453.51977539,2021-08-30,2021-09-04
None,Hammarby,SWE,1,1452.98303223,2021-08-30,2021-09-12
None,Omonia,CYP,0,1451.671875,2021-08-27,2021-09-16
None,Burgos,ESP,2,1451.19946289,2021-08-30,2021-09-05
None,Cremonese,ITA,2,1449.34436035,2021-08-30,2021-09-12
None,StGallen,SUI,1,1449.11315918,2021-08-29,2021-09-12
None,Aalborg,DEN,1,1448.28796387,2021-08-28,2021-09-12
None,Frosinone,ITA,2,1448.2121582,2021-08-29,2021-09-11
None,Derby,ENG,2,1446.32702637,2021-08-29,2021-09-10
None,Portimonense,POR,1,1445.5838623,2021-08-30,2021-09-12
None,Spal,ITA,2,1445.5670166,2021-08-30,2021-09-11
None,Standard,BEL,1,1443.66931152,2021-08-29,2021-09-12
None,Jablonec,CZE,1,1443.0579834,2021-08-30,2021-09-12
None,Terek Grozny,RUS,1,1442.09509277,2021-08-27,2021-09-11
None,Anorthosis,CYP,0,1441.29418945,2021-08-27,2021-09-16
None,Hull,ENG,2,1440.64172363,2021-08-29,2021-09-11
None,Belenenses,POR,1,1438.87329102,2021-08-28,2021-09-12
None,Hannover,GER,2,1438.86413574,2021-08-29,2021-09-11
None,Hartberg,AUT,1,1436.8137207,2021-08-29,2021-09-11
None,Reggina,ITA,2,1435.88110352,2021-08-30,2021-09-11
None,Pisa,ITA,2,1435.32458496,2021-08-28,2021-09-11
None,Desna,UKR,1,1433.31152344,2021-08-30,2021-09-12
None,Peterboro,ENG,2,1432.76831055,2021-08-29,2021-09-11
None,Rostov,RUS,1,1431.99914551,2021-08-28,2021-09-13
None,AEL Limassol,CYP,0,1431.35461426,2021-08-27,2021-09-16
None,Norrkoeping,SWE,1,1431.21911621,2021-08-30,2021-09-11
None,Bristol City,ENG,2,1430.99072266,2021-08-29,2021-09-11
None,Aris,GRE,1,1430.39794922,2021-08-27,2021-09-13
None,Sheriff Tiraspol,MOL,0,1429.41540527,2021-08-26,2021-09-15
None,Lech,POL,1,1429.35253906,2021-08-29,2021-09-12
None,Sion,SUI,1,1428.73181152,2021-08-29,2021-09-12
None,Randers,DEN,1,1428.3293457,2021-08-30,2021-09-12
None,Eupen,BEL,1,1428.18249512,2021-08-29,2021-09-11
None,Dresden,GER,2,1428.05432129,2021-08-30,2021-09-12
None,Heracles,NED,1,1427.8215332,2021-08-30,2021-09-14
None,Rakow,POL,1,1427.79467773,2021-08-30,2021-09-12
None,Blackpool,ENG,2,1427.39709473,2021-08-29,2021-09-11
None,Maritimo,POR,1,1427.18481445,2021-08-28,2021-09-13
None,Heerenveen,NED,1,1426.33190918,2021-08-30,2021-09-12
None,Servette,SUI,1,1426.28771973,2021-08-30,2021-09-12
None,HNK Gorica,CRO,1,1425.37316895,2021-08-29,2021-09-10
None,Sparta Rotterdam,NED,1,1425.25183105,2021-08-29,2021-09-12
None,Steaua,ROM,1,1424.50756836,2021-08-30,2021-09-12
None,Willem II,NED,1,1424.1295166,2021-08-29,2021-09-12
None,Oostende,BEL,1,1422.00793457,2021-08-30,2021-09-10
None,Hatayspor,TUR,1,1421.31176758,2021-08-29,2021-09-12
None,FC Khimki,RUS,1,1420.37023926,2021-08-28,2021-09-11
None,Zulte Waregem,BEL,1,1419.34716797,2021-08-30,2021-09-11
None,Wattens,AUT,1,1419.25830078,2021-08-29,2021-09-11
None,Ascoli,ITA,2,1418.27819824,2021-08-29,2021-09-11
None,Beer-Sheva,ISR,1,1417.96887207,2021-08-30,2021-09-12
None,Luzern,SUI,1,1417.63122559,2021-08-30,2021-09-11
None,Kolos,UKR,1,1417.12231445,2021-08-29,2021-09-12
None,Olexandriya,UKR,1,1415.94360352,2021-08-28,2021-09-10
None,Banik Ostrava,CZE,1,1415.80993652,2021-08-29,2021-09-11
None,Aue,GER,2,1415.55212402,2021-08-29,2021-09-12
None,Ajaccio,FRA,2,1413.48657227,2021-08-29,2021-09-11
None,Guingamp,FRA,2,1412.88781738,2021-08-29,2021-09-11
None,Dnipro,UKR,1,1411.10925293,2021-08-29,2021-09-11
None,Asteras Tripolis,GRE,1,1410.32128906,2021-08-27,2021-09-11
None,Fatih Karaguemruek,TUR,1,1409.90393066,2021-08-29,2021-09-11
None,FK Astana,KAZ,0,1409.52294922,2021-08-27,2021-09-16
None,Sochaux,FRA,2,1409.08789062,2021-08-29,2021-09-11
None,Piast Gliwice,POL,1,1408.58117676,2021-08-29,2021-09-12
None,Kortrijk,BEL,1,1407.37646484,2021-08-28,2021-09-12
None,Konyaspor,TUR,1,1405.64685059,2021-08-28,2021-09-11
None,Estoril,POR,1,1404.18212891,2021-08-28,2021-09-13
None,Aarhus,DEN,1,1403.95556641,2021-08-30,2021-09-12
None,Bueyueksehir,TUR,1,1403.66516113,2021-08-29,2021-09-12
None,Valerenga,NOR,1,1403.33691406,2021-08-30,2021-09-12
None,Pogon,POL,1,1401.52954102,2021-08-29,2021-09-13
None,Kristiansund,NOR,1,1401.00195312,2021-08-30,2021-09-12
None,Haecken,SWE,1,1400.7635498,2021-08-30,2021-09-13
None,Sandhausen,GER,2,1400.22595215,2021-08-28,2021-09-11
None,Tondela,POR,1,1399.94726562,2021-08-30,2021-09-13
None,Alanyaspor,TUR,1,1399.92712402,2021-08-29,2021-09-13
None,Sittard,NED,1,1399.77307129,2021-08-28,2021-09-12
None,Altach,AUT,1,1399.62780762,2021-08-29,2021-09-12
None,Ried,AUT,1,1399.34338379,2021-08-30,2021-09-12
None,Ufa,RUS,1,1398.68054199,2021-08-27,2021-09-12
None,Vorskla,UKR,1,1398.36523438,2021-08-30,2021-09-12
None,Le Havre,FRA,2,1398.31872559,2021-08-29,2021-09-13
None,Viking,NOR,1,1397.04528809,2021-08-30,2021-09-11
None,St Gillis,BEL,1,1396.36437988,2021-08-29,2021-09-12
None,Rostock,GER,2,1395.22705078,2021-08-30,2021-09-12
None,Odense,DEN,1,1394.04211426,2021-08-30,2021-09-13
None,Klagenfurt,AUT,1,1392.60961914,2021-08-29,2021-09-12
None,Hibernian,SCO,1,1390.70703125,2021-08-29,2021-09-12
None,Lausanne,SUI,1,1390.58581543,2021-08-30,2021-09-12
None,Vicenza,ITA,2,1390.45031738,2021-08-29,2021-09-12
None,Grenoble,FRA,2,1389.59521484,2021-08-29,2021-09-11
None,Gaziantep FK,TUR,1,1389.32043457,2021-08-29,2021-09-13
None,Ingolstadt,GER,2,1388.72497559,2021-08-28,2021-09-11
None,St Truiden,BEL,1,1388.70800781,2021-08-29,2021-09-13
None,Zwolle,NED,1,1388.265625,2021-08-29,2021-09-11
None,Twente,NED,1,1387.43652344,2021-08-29,2021-09-11
None,Craiova,ROM,1,1387.17834473,2021-08-29,2021-09-13
None,Pordenone,ITA,2,1386.54418945,2021-08-30,2021-09-12
None,Zilina,SLK,0,1385.44799805,2021-08-27,2021-09-16
None,Pau,FRA,2,1385.00390625,2021-08-29,2021-09-11
None,Mlada Boleslav,CZE,1,1383.97888184,2021-08-29,2021-09-12
None,Kasimpasa,TUR,1,1383.04626465,2021-08-30,2021-09-11
None,Sverdlovsk,RUS,1,1381.52075195,2021-08-28,2021-09-13
None,Slovan Bratislava,SLK,0,1380.49804688,2021-08-27,2021-09-16
None,Trnava,SLK,0,1379.75244141,2021-08-27,2021-09-16
None,Sigma Olomouc,CZE,1,1378.37792969,2021-08-30,2021-09-12
None,Slovan Liberec,CZE,1,1377.57226562,2021-08-29,2021-09-11
None,Bohemians Praha,CZE,1,1376.94042969,2021-08-30,2021-09-11
None,Como,ITA,2,1376.70495605,2021-08-30,2021-09-11
None,Aberdeen,SCO,1,1375.51733398,2021-08-30,2021-09-11
None,Nizhny Novgorod,RUS,1,1374.63867188,2021-08-28,2021-09-12
None,Dijon,FRA,2,1374.26550293,2021-08-29,2021-09-11
None,Videoton,HUN,1,1373.01220703,2021-08-29,2021-09-11
None,Grasshoppers,SUI,1,1372.8170166,2021-08-30,2021-09-11
None,Kryliya Sovetov,RUS,1,1372.13098145,2021-08-27,2021-09-11
None,Dunajska,SLK,0,1371.69592285,2021-08-27,2021-09-16
None,Perugia,ITA,2,1370.2545166,2021-08-29,2021-09-11
None,Amiens,FRA,2,1370.23303223,2021-08-29,2021-09-11
None,Leuven,BEL,1,1368.87463379,2021-08-30,2021-09-12
None,Lok Plovdiv,BUL,1,1367.71350098,2021-08-29,2021-09-12
None,Lechia,POL,1,1367.34106445,2021-08-29,2021-09-12
None,Malatyaspor,TUR,1,1367.18212891,2021-08-29,2021-09-11
None,Rodez,FRA,2,1366.7409668,2021-08-29,2021-09-11
None,Slask,POL,1,1364.92407227,2021-08-30,2021-09-11
None,Vizela,POR,1,1364.10021973,2021-08-29,2021-09-12
None,Goeztepe,TUR,1,1363.35119629,2021-08-30,2021-09-12
None,Caen,FRA,2,1361.32446289,2021-08-29,2021-09-11
None,Arouca,POR,1,1359.24914551,2021-08-29,2021-09-13
None,Alessandria,ITA,2,1357.21728516,2021-08-28,2021-09-11
None,Haugesund,NOR,1,1355.56176758,2021-08-29,2021-09-12
None,Ternana,ITA,2,1354.42736816,2021-08-30,2021-09-11
None,Antalyaspor,TUR,1,1353.28881836,2021-08-28,2021-09-13
None,Seraing,BEL,1,1351.09936523,2021-08-29,2021-09-12
None,Cukaricki,SRB,1,1350.76733398,2021-08-30,2021-09-12
None,Cosenza,ITA,2,1349.22277832,2021-08-28,2021-09-12
None,Tula,RUS,1,1348.10986328,2021-08-27,2021-09-12
None,Lillestrom,NOR,1,1347.92236328,2021-08-29,2021-09-11
None,Admira,AUT,1,1346.72131348,2021-08-30,2021-09-11
None,Beerschot AC,BEL,1,1346.34313965,2021-08-29,2021-09-13
None,Goeteborg,SWE,1,1346.19067383,2021-08-30,2021-09-12
None,Botosani,ROM,1,1345.32116699,2021-08-30,2021-09-11
None,Cercle Brugge,BEL,1,1345.1652832,2021-08-29,2021-09-11
None,Sepsi,ROM,1,1344.67785645,2021-08-30,2021-09-13
None,Nancy,FRA,2,1342.72851562,2021-08-29,2021-09-11
None,Waalwijk,NED,1,1341.73303223,2021-08-28,2021-09-12
None,Pardubice,CZE,1,1339.30712891,2021-08-29,2021-09-11
None,Inhulets,UKR,1,1338.79931641,2021-08-29,2021-09-10
None,Odd Grenland,NOR,1,1338.75683594,2021-08-30,2021-09-12
None,Soligorsk,BLR,1,1337.15917969,2021-08-28,2021-09-18
None,Valenciennes,FRA,2,1336.3894043,2021-08-29,2021-09-11
None,Nijmegen,NED,1,1335.02587891,2021-08-30,2021-09-12
None,Rukh Lviv,UKR,1,1332.06921387,2021-08-30,2021-09-11
