Rank,Club,Country,Level,Elo,From,To
None,Cadiz,ESP,1,1589.97570801,2021-11-01,2021-11-02
None,Bologna,ITA,1,1588.92700195,2021-10-29,2021-11-01
None,Midtjylland,DEN,1,1587.89526367,2021-11-01,2021-11-04
None,Augsburg,GER,1,1586.31665039,2021-11-01,2021-11-02
None,Udinese,ITA,1,1583.55749512,2021-11-01,2021-11-02
None,Sparta Praha,CZE,1,1581.74377441,2021-11-01,2021-11-04
None,Reims,FRA,1,1580.49182129,2021-11-01,2021-11-02
None,Basel,SUI,1,1578.33374023,2021-10-31,2021-11-02
None,Angers,FRA,1,1577.02832031,2021-11-01,2021-11-02
None,Bielefeld,GER,1,1575.75061035,2021-10-31,2021-11-02
None,PAOK,GRE,1,1572.28320312,2021-10-31,2021-11-04
None,Bochum,GER,1,1570.99304199,2021-11-01,2021-11-02
None,FC Kobenhavn,DEN,1,1570.45031738,2021-11-01,2021-11-04
None,Huesca,ESP,2,1569.51184082,2021-10-31,2021-11-02
None,Sheffield United,ENG,2,1564.76037598,2021-10-31,2021-11-02
None,Galatasaray,TUR,1,1564.61315918,2021-11-01,2021-11-03
None,Genoa,ITA,1,1564.1875,2021-11-01,2021-11-02
None,Gent,BEL,1,1563.71398926,2021-11-01,2021-11-03
None,Rapid Wien,AUT,1,1562.79016113,2021-11-01,2021-11-02
None,Lorient,FRA,1,1559.82666016,2021-11-01,2021-11-02
None,Lok Moskva,RUS,1,1557.93713379,2021-10-31,2021-11-02
None,Girona,ESP,2,1557.3293457,2021-11-01,2021-11-02
None,Bordeaux,FRA,1,1555.00378418,2021-11-01,2021-11-02
None,Empoli,ITA,1,1554.41345215,2021-11-01,2021-11-02
None,Vitesse,NED,1,1553.22216797,2021-10-31,2021-11-03
None,Malmoe,SWE,1,1550.6829834,2021-10-31,2021-11-02
None,Trabzonspor,TUR,1,1550.04370117,2021-10-30,2021-11-03
None,Hamburg,GER,2,1549.5291748,2021-10-31,2021-11-02
None,Swansea,ENG,2,1548.52441406,2021-10-31,2021-11-02
None,Gijon,ESP,2,1547.99389648,2021-10-31,2021-11-02
None,Troyes,FRA,1,1546.78723145,2021-11-01,2021-11-02
None,Celtic,SCO,1,1544.12683105,2021-10-31,2021-11-04
None,Werder,GER,2,1544.09020996,2021-10-31,2021-11-02
None,Brest,FRA,1,1543.80175781,2021-11-01,2021-11-02
None,Antwerp,BEL,1,1543.55175781,2021-11-01,2021-11-03
None,Darmstadt,GER,2,1543.33618164,2021-10-30,2021-11-02
None,Cagliari,ITA,1,1543.24291992,2021-10-28,2021-11-01
None,Clermont,FRA,1,1541.23327637,2021-11-01,2021-11-02
None,Sturm Graz,AUT,1,1541.08178711,2021-11-01,2021-11-02
None,Toulouse,FRA,2,1540.88354492,2021-10-31,2021-11-02
None,Tenerife,ESP,2,1539.19616699,2021-10-24,2021-11-01
None,Las Palmas,ESP,2,1538.60217285,2021-10-30,2021-11-02
None,Leganes,ESP,2,1537.82824707,2021-10-30,2021-11-02
None,Molde,NOR,1,1537.59997559,2021-11-01,2021-11-04
None,Paderborn,GER,2,1537.39013672,2021-11-01,2021-11-02
None,Genk,BEL,1,1536.95898438,2021-11-01,2021-11-03
None,Saint-Etienne,FRA,1,1536.9387207,2021-10-31,2021-11-02
None,Anderlecht,BEL,1,1535.96057129,2021-11-01,2021-11-03
None,Blackburn,ENG,2,1534.25378418,2021-10-31,2021-11-02
None,QPR,ENG,2,1533.17675781,2021-10-30,2021-11-02
None,Schalke,GER,2,1532.3458252,2021-10-30,2021-11-02
None,Besiktas,TUR,1,1532.34313965,2021-10-31,2021-11-03
None,CSKA Moskva,RUS,1,1527.46691895,2021-10-31,2021-11-02
None,Benevento,ITA,2,1524.44799805,2021-10-29,2021-11-01
None,Osijek,CRO,1,1524.31433105,2021-10-24,2021-11-04
None,Viktoria Plzen,CZE,1,1523.70605469,2021-11-01,2021-11-04
None,St Pauli,GER,2,1523.49462891,2021-10-31,2021-11-02
None,Sochi,RUS,1,1522.99633789,2021-11-01,2021-11-02
None,Zorya,UKR,1,1522.13879395,2021-11-01,2021-11-02
None,Duesseldorf,GER,2,1521.7052002,2021-11-01,2021-11-02
None,Oviedo,ESP,2,1521.27648926,2021-11-01,2021-11-02
None,Metz,FRA,1,1520.33459473,2021-10-31,2021-11-02
None,LASK,AUT,1,1517.75720215,2021-11-01,2021-11-02
None,AEK,GRE,1,1517.72851562,2021-11-01,2021-11-04
None,Razgrad,BUL,1,1517.00793457,2021-11-01,2021-11-04
None,Ponferradina,ESP,2,1513.796875,2021-10-31,2021-11-02
None,M Tel Aviv,ISR,1,1513.02905273,2021-10-31,2021-11-04
None,FC Krasnodar,RUS,1,1512.328125,2021-10-31,2021-11-02
None,Millwall,ENG,2,1512.00439453,2021-10-31,2021-11-02
None,Rijeka,CRO,1,1511.49084473,2021-10-25,2021-11-04
None,Stoke,ENG,2,1511.21398926,2021-10-31,2021-11-02
None,Dynamo Moskva,RUS,1,1510.27416992,2021-10-30,2021-11-02
None,Coventry,ENG,2,1509.0982666,2021-10-31,2021-11-02
None,Maccabi Haifa,ISR,1,1506.94506836,2021-10-31,2021-11-04
None,Fuerth,GER,1,1504.41516113,2021-10-31,2021-11-02
None,Spezia,ITA,1,1503.29821777,2021-11-01,2021-11-02
None,Fenerbahce,TUR,1,1503.12060547,2021-10-31,2021-11-03
None,Ferencvaros,HUN,1,1503.1081543,2021-10-31,2021-11-04
None,Wolfsberg,AUT,1,1502.13964844,2021-11-01,2021-11-02
None,Spartak Moskva,RUS,1,1502.06970215,2021-10-31,2021-11-02
None,Preston,ENG,2,1501.19372559,2021-10-31,2021-11-02
None,Luton,ENG,2,1500.72302246,2021-10-31,2021-11-02
None,Malaga,ESP,2,1499.42407227,2021-11-01,2021-11-02
None,Nuernberg,GER,2,1499.35839844,2021-10-30,2021-11-02
None,Karabakh Agdam,AZE,0,1498.86730957,2021-10-22,2021-11-04
None,Brondby,DEN,1,1498.65319824,2021-11-01,2021-11-04
None,Slovacko,CZE,1,1497.80480957,2021-10-31,2021-11-04
None,Mechelen,BEL,1,1497.52819824,2021-10-30,2021-11-03
None,Lecce,ITA,2,1496.7755127,2021-10-29,2021-11-01
None,Charleroi,BEL,1,1496.54614258,2021-10-31,2021-11-03
None,Fuenlabrada,ESP,2,1496.27331543,2021-11-01,2021-11-02
None,Middlesbrough,ENG,2,1495.91772461,2021-10-31,2021-11-02
None,Guimaraes,POR,1,1495.33398438,2021-10-31,2021-11-02
None,Regensburg,GER,2,1495.27807617,2021-11-01,2021-11-02
None,Forest,ENG,2,1494.95324707,2021-10-30,2021-11-02
None,CFR Cluj,ROM,1,1494.86938477,2021-10-31,2021-11-04
None,Reading,ENG,2,1492.01086426,2021-10-31,2021-11-02
None,Cardiff,ENG,2,1488.15478516,2021-10-31,2021-11-02
None,Sheriff Tiraspol,MOL,0,1487.91760254,2021-10-20,2021-11-03
None,Moreirense,POR,1,1487.26501465,2021-10-24,2021-11-01
None,Huddersfield,ENG,2,1486.23291016,2021-10-31,2021-11-02
None,Burgos,ESP,2,1484.2947998,2021-10-25,2021-11-01
None,Zaragoza,ESP,2,1483.96044922,2021-11-01,2021-11-02
None,Auxerre,FRA,2,1483.3782959,2021-10-26,2021-11-01
None,Blackpool,ENG,2,1482.84765625,2021-10-31,2021-11-02
None,Austria Wien,AUT,1,1482.41967773,2021-11-01,2021-11-02
None,Karlsruhe,GER,2,1478.62548828,2021-11-01,2021-11-02
None,Cartagena,ESP,2,1477.79101562,2021-10-31,2021-11-02
None,CSKA Sofia,BUL,1,1477.45800781,2021-11-01,2021-11-04
None,Venezia,ITA,1,1476.8079834,2021-11-01,2021-11-02
None,Rubin Kazan,RUS,1,1476.31445312,2021-10-31,2021-11-02
None,Heidenheim,GER,2,1476.13256836,2021-10-30,2021-11-02
None,Lugo,ESP,2,1475.55090332,2021-10-31,2021-11-02
None,Holstein,GER,2,1475.32507324,2021-10-31,2021-11-02
None,Brescia,ITA,2,1472.74438477,2021-10-29,2021-11-01
None,Zuerich,SUI,1,1472.43884277,2021-10-31,2021-11-02
None,Mirandes,ESP,2,1472.39318848,2021-11-01,2021-11-02
None,Boavista,POR,1,1470.84204102,2021-10-31,2021-11-02
None,Groningen,NED,1,1469.55407715,2021-11-01,2021-11-03
None,Parma,ITA,2,1467.41821289,2021-10-29,2021-11-01
None,Hatayspor,TUR,1,1466.54162598,2021-10-31,2021-11-03
None,Lech,POL,1,1466.5123291,2021-10-30,2021-11-04
None,Gil Vicente,POR,1,1465.98376465,2021-11-01,2021-11-02
None,Rosenborg,NOR,1,1465.71813965,2021-10-31,2021-11-04
None,Famalicao,POR,1,1465.13354492,2021-11-01,2021-11-02
None,Pacos Ferreira,POR,1,1464.09973145,2021-10-25,2021-11-01
None,Rakow,POL,1,1463.48352051,2021-11-01,2021-11-04
None,Barnsley,ENG,2,1463.20837402,2021-10-31,2021-11-02
None,Lugano,SUI,1,1463.06713867,2021-11-01,2021-11-02
None,Hartberg,AUT,1,1462.61865234,2021-10-31,2021-11-02
None,Willem II,NED,1,1462.47351074,2021-11-01,2021-11-03
None,Apollon Lemesos,CYP,0,1461.59545898,2021-10-22,2021-11-04
None,Legia,POL,1,1461.47912598,2021-11-01,2021-11-04
None,Ibiza Eivissa,ESP,2,1461.33618164,2021-10-24,2021-11-01
None,Paris FC,FRA,2,1460.95007324,2021-10-31,2021-11-02
None,Sivasspor,TUR,1,1460.02905273,2021-10-31,2021-11-03
None,Birmingham,ENG,2,1460.01843262,2021-10-31,2021-11-02
None,St Gillis,BEL,1,1459.22045898,2021-11-01,2021-11-03
None,Twente,NED,1,1458.12670898,2021-10-31,2021-11-03
None,Sociedad B,ESP,2,1457.38269043,2021-10-30,2021-11-02
None,Portimonense,POR,1,1455.76330566,2021-10-25,2021-11-01
None,Nimes,FRA,2,1455.44055176,2021-10-31,2021-11-02
None,Panathinaikos,GRE,1,1455.2869873,2021-11-01,2021-11-04
None,Heracles,NED,1,1454.40698242,2021-10-31,2021-11-03
None,Sochaux,FRA,2,1453.83105469,2021-10-31,2021-11-02
None,Derby,ENG,2,1453.57653809,2021-10-31,2021-11-02
None,Salernitana,ITA,1,1452.60351562,2021-11-01,2021-11-02
None,Santa Clara,POR,1,1451.73193359,2021-11-01,2021-11-02
None,Beer-Sheva,ISR,1,1451.5534668,2021-10-31,2021-11-04
None,AIK,SWE,1,1450.6940918,2021-10-28,2021-11-01
None,Hammarby,SWE,1,1450.51452637,2021-10-28,2021-11-01
None,Pisa,ITA,2,1449.4855957,2021-10-29,2021-11-01
None,Alanyaspor,TUR,1,1448.72692871,2021-11-01,2021-11-03
None,Monza,ITA,2,1447.85107422,2021-10-28,2021-11-01
None,Elfsborg,SWE,1,1446.77648926,2021-11-01,2021-11-02
None,Ajaccio,FRA,2,1446.28271484,2021-10-31,2021-11-02
None,Reggina,ITA,2,1446.21728516,2021-10-29,2021-11-01
None,Djurgarden,SWE,1,1444.69763184,2021-11-01,2021-11-02
None,Heerenveen,NED,1,1444.13427734,2021-10-31,2021-11-03
None,Steaua,ROM,1,1444.04309082,2021-11-01,2021-11-04
None,Le Havre,FRA,2,1443.99072266,2021-10-31,2021-11-02
None,Cremonese,ITA,2,1442.45080566,2021-10-29,2021-11-01
None,Belenenses,POR,1,1441.16503906,2021-11-01,2021-11-02
None,Aalborg,DEN,1,1439.36010742,2021-11-01,2021-11-04
None,Bristol City,ENG,2,1438.74743652,2021-10-31,2021-11-02
None,Estoril,POR,1,1438.68896484,2021-10-31,2021-11-02
None,Hajduk,CRO,1,1438.0012207,2021-11-01,2021-11-04
None,Aris,GRE,1,1437.40356445,2021-11-01,2021-11-04
None,Viking,NOR,1,1436.10449219,2021-11-01,2021-11-04
None,Amorebieta,ESP,2,1435.92724609,2021-10-31,2021-11-02
None,Banik Ostrava,CZE,1,1435.92541504,2021-11-01,2021-11-04
None,Randers,DEN,1,1435.69921875,2021-11-01,2021-11-04
None,Frosinone,ITA,2,1435.35351562,2021-10-29,2021-11-01
None,Guingamp,FRA,2,1435.29858398,2021-10-31,2021-11-02
None,Pogon,POL,1,1434.69299316,2021-11-01,2021-11-04
None,Hannover,GER,2,1434.62194824,2021-10-31,2021-11-02
None,Norrkoeping,SWE,1,1434.16784668,2021-11-01,2021-11-02
None,Alcorcon,ESP,2,1432.13317871,2021-10-25,2021-11-01
None,Cittadella,ITA,2,1432.11425781,2021-10-29,2021-11-01
None,Luzern,SUI,1,1431.82458496,2021-11-01,2021-11-02
None,Eupen,BEL,1,1431.51660156,2021-10-31,2021-11-03
None,Grenoble,FRA,2,1430.75170898,2021-10-31,2021-11-02
None,Rostov,RUS,1,1429.53527832,2021-10-31,2021-11-02
None,StGallen,SUI,1,1429.36352539,2021-10-31,2021-11-02
None,Standard,BEL,1,1427.23303223,2021-10-31,2021-11-03
None,Spal,ITA,2,1427.19018555,2021-10-29,2021-11-01
None,Konyaspor,TUR,1,1426.58813477,2021-10-31,2021-11-03
None,Kortrijk,BEL,1,1424.57873535,2021-10-31,2021-11-03
None,Lechia,POL,1,1423.95605469,2021-10-31,2021-11-04
None,Bueyueksehir,TUR,1,1422.93530273,2021-10-25,2021-11-01
None,Oostende,BEL,1,1421.41699219,2021-10-30,2021-11-03
None,Fatih Karaguemruek,TUR,1,1420.95935059,2021-11-01,2021-11-03
None,Peterboro,ENG,2,1420.15222168,2021-10-31,2021-11-02
None,Wattens,AUT,1,1418.87109375,2021-11-01,2021-11-02
None,Sparta Rotterdam,NED,1,1418.37438965,2021-11-01,2021-11-03
None,Jablonec,CZE,1,1418.29309082,2021-11-01,2021-11-04
None,Crotone,ITA,2,1416.41357422,2021-10-29,2021-11-01
None,Valerenga,NOR,1,1416.36730957,2021-11-01,2021-11-04
None,Maritimo,POR,1,1414.21582031,2021-11-01,2021-11-02
None,Terek Grozny,RUS,1,1412.82421875,2021-11-01,2021-11-02
None,Aarhus,DEN,1,1412.69848633,2021-10-25,2021-11-01
None,Vorskla,UKR,1,1412.10925293,2021-10-24,2021-11-01
None,Servette,SUI,1,1410.40539551,2021-11-01,2021-11-02
None,AEL Limassol,CYP,0,1409.22253418,2021-10-22,2021-11-04
None,Grasshoppers,SUI,1,1408.76208496,2021-11-01,2021-11-02
None,Dijon,FRA,2,1407.6237793,2021-10-31,2021-11-02
None,FK Astana,KAZ,0,1407.43969727,2021-10-22,2021-11-04
None,Omonia,CYP,0,1406.64624023,2021-10-22,2021-11-04
None,Desna,UKR,1,1405.71020508,2021-10-23,2021-11-02
None,Klagenfurt,AUT,1,1405.54541016,2021-10-31,2021-11-02
None,FC Khimki,RUS,1,1404.6315918,2021-11-01,2021-11-02
None,Pau,FRA,2,1404.51098633,2021-10-31,2021-11-02
None,Rostock,GER,2,1404.39660645,2021-11-01,2021-11-02
None,Asteras Tripolis,GRE,1,1403.83557129,2021-11-01,2021-11-04
None,HNK Gorica,CRO,1,1403.24633789,2021-10-31,2021-11-04
None,Craiova,ROM,1,1403.23095703,2021-10-31,2021-11-04
None,Kryliya Sovetov,RUS,1,1403.17126465,2021-10-31,2021-11-02
None,Hull,ENG,2,1403.1640625,2021-10-31,2021-11-02
None,Piast Gliwice,POL,1,1403.02636719,2021-10-31,2021-11-04
None,Leuven,BEL,1,1402.80871582,2021-11-01,2021-11-03
None,Sittard,NED,1,1402.69970703,2021-11-01,2021-11-03
None,Tondela,POR,1,1400.51721191,2021-10-30,2021-11-02
None,Dresden,GER,2,1399.29748535,2021-10-31,2021-11-02
None,Dnipro,UKR,1,1398.53735352,2021-10-25,2021-11-01
None,Olexandriya,UKR,1,1397.96716309,2021-11-01,2021-11-02
None,Aue,GER,2,1397.625,2021-10-31,2021-11-02
None,Anorthosis,CYP,0,1397.60388184,2021-10-22,2021-11-04
None,Sion,SUI,1,1396.28344727,2021-11-01,2021-11-02
None,Sandhausen,GER,2,1395.94116211,2021-10-31,2021-11-02
None,Nijmegen,NED,1,1395.79296875,2021-11-01,2021-11-03
None,St Truiden,BEL,1,1395.66381836,2021-10-31,2021-11-03
None,Amiens,FRA,2,1395.43505859,2021-10-31,2021-11-02
None,Zwolle,NED,1,1395.10742188,2021-10-31,2021-11-03
None,Slovan Liberec,CZE,1,1394.66296387,2021-10-31,2021-11-04
None,Rodez,FRA,2,1393.53222656,2021-10-31,2021-11-02
None,Ascoli,ITA,2,1392.8347168,2021-10-29,2021-11-01
None,Ufa,RUS,1,1392.73596191,2021-11-01,2021-11-02
None,Zulte Waregem,BEL,1,1391.31494141,2021-11-01,2021-11-03
None,Lausanne,SUI,1,1389.97619629,2021-11-01,2021-11-02
None,Gaziantep FK,TUR,1,1387.77661133,2021-11-01,2021-11-03
None,Odense,DEN,1,1386.59191895,2021-10-25,2021-11-01
None,Zilina,SLK,0,1386.31481934,2021-10-22,2021-11-04
None,Ried,AUT,1,1385.57116699,2021-10-31,2021-11-02
None,Nordsjaelland,DEN,1,1385.40759277,2021-11-01,2021-11-04
None,Mlada Boleslav,CZE,1,1383.26171875,2021-11-01,2021-11-04
None,Slovan Bratislava,SLK,0,1382.90734863,2021-10-22,2021-11-04
None,Slask,POL,1,1382.81542969,2021-10-31,2021-11-04
None,Cambuur,NED,1,1381.95336914,2021-11-01,2021-11-03
None,Altach,AUT,1,1381.91687012,2021-10-31,2021-11-02
None,Sverdlovsk,RUS,1,1381.14685059,2021-11-01,2021-11-02
None,Perugia,ITA,2,1380.97961426,2021-10-29,2021-11-01
None,Trnava,SLK,0,1380.6192627,2021-10-22,2021-11-04
None,Kristiansund,NOR,1,1380.22473145,2021-10-31,2021-11-04
None,Vizela,POR,1,1379.94836426,2021-11-01,2021-11-02
None,Arouca,POR,1,1376.98779297,2021-10-30,2021-11-02
None,Kolos,UKR,1,1376.67651367,2021-10-25,2021-11-02
None,Go Ahead Eagles,NED,1,1373.49230957,2021-11-01,2021-11-03
None,Como,ITA,2,1372.96826172,2021-10-29,2021-11-01
None,Dunajska,SLK,0,1372.56274414,2021-10-22,2021-11-04
None,Niort,FRA,2,1370.72045898,2021-10-31,2021-11-02
None,Haecken,SWE,1,1370.01257324,2021-10-31,2021-11-02
None,Cukaricki,SRB,1,1368.24401855,2021-11-01,2021-11-04
None,Lok Plovdiv,BUL,1,1366.78222656,2021-11-01,2021-11-04
None,Admira,AUT,1,1366.65185547,2021-10-31,2021-11-02
None,Ternana,ITA,2,1365.44750977,2021-10-28,2021-11-01
None,Caen,FRA,2,1365.37524414,2021-10-31,2021-11-02
None,Bohemians Praha,CZE,1,1364.79211426,2021-10-24,2021-11-04
None,Silkeborg,DEN,1,1364.14611816,2021-11-01,2021-11-04
None,Lillestrom,NOR,1,1363.97668457,2021-10-31,2021-11-04
None,Nancy,FRA,2,1362.76879883,2021-10-31,2021-11-02
None,Waalwijk,NED,1,1362.46435547,2021-11-01,2021-11-03
None,Cosenza,ITA,2,1360.46728516,2021-10-28,2021-11-01
None,Dunkerque,FRA,2,1360.13537598,2021-10-31,2021-11-02
None,Soligorsk,BLR,1,1360.09655762,2021-11-01,2021-11-06
None,Stromsgodset,NOR,1,1355.7154541,2021-11-01,2021-11-04
None,Mjaellby,SWE,1,1354.11779785,2021-10-29,2021-11-01
None,Valenciennes,FRA,2,1353.22387695,2021-10-24,2021-11-01
None,Nizhny Novgorod,RUS,1,1353.00244141,2021-10-31,2021-11-02
None,Sigma Olomouc,CZE,1,1352.61767578,2021-10-31,2021-11-04
None,Goeteborg,SWE,1,1352.45849609,2021-10-29,2021-11-01
None,Sarpsborg,NOR,1,1352.23010254,2021-11-01,2021-11-04
None,Goeztepe,TUR,1,1350.93054199,2021-11-01,2021-11-03
None,Kasimpasa,TUR,1,1349.91503906,2021-10-31,2021-11-03
None,Kayseri,TUR,1,1349.57836914,2021-11-01,2021-11-03
None,Cracovia,POL,1,1348.73095703,2021-10-30,2021-11-04
None,Haugesund,NOR,1,1347.29797363,2021-11-01,2021-11-04
None,Tula,RUS,1,1346.13916016,2021-11-01,2021-11-02
None,Videoton,HUN,1,1345.03027344,2021-10-23,2021-11-04
None,Malatyaspor,TUR,1,1344.01904297,2021-10-31,2021-11-03
None,Ingolstadt,GER,2,1343.92626953,2021-11-01,2021-11-02
None,Hibernian,SCO,1,1343.70129395,2021-10-28,2021-11-04
None,Odd Grenland,NOR,1,1342.10900879,2021-11-01,2021-11-04
None,Lubin,POL,1,1341.65197754,2021-10-31,2021-11-04
None,Antalyaspor,TUR,1,1340.9654541,2021-10-25,2021-11-01
None,Aberdeen,SCO,1,1340.84545898,2021-10-31,2021-11-04
