Rank,Club,Country,Level,Elo,From,To
64,Osasuna,ESP,1,1670.86889648,2021-10-01,2021-10-02
65,Watford,ENG,1,1666.33178711,2021-10-01,2021-10-02
66,Dynamo Kyiv,UKR,1,1666.20629883,2021-10-01,2021-10-02
67,Feyenoord,NED,1,1661.70495605,2021-10-01,2021-10-02
68,Marseille,FRA,1,1657.39477539,2021-10-01,2021-10-03
69,Dinamo Zagreb,CRO,1,1655.52905273,2021-10-01,2021-10-03
70,Fiorentina,ITA,1,1650.73266602,2021-10-01,2021-10-03
71,West Brom,ENG,2,1645.73901367,2021-10-01,2021-10-01
72,Nice,FRA,1,1645.53417969,2021-10-01,2021-10-01
73,Sampdoria,ITA,1,1642.51782227,2021-10-01,2021-10-01
74,Brugge,BEL,1,1639.43310547,2021-10-01,2021-10-01
75,Espanyol,ESP,1,1637.38098145,2021-10-01,2021-10-01
76,Rennes,FRA,1,1637.34265137,2021-10-01,2021-10-01
77,Granada,ESP,1,1636.96826172,2021-10-01,2021-10-01
78,Stuttgart,GER,1,1636.14013672,2021-10-01,2021-10-01
79,Rayo Vallecano,ESP,1,1635.57141113,2021-10-01,2021-10-01
80,Levante,ESP,1,1635.25073242,2021-10-01,2021-10-01
81,Fulham,ENG,2,1631.62866211,2021-10-01,2021-10-01
82,Hertha,GER,1,1629.31286621,2021-10-01,2021-10-01
83,Koeln,GER,1,1627.57067871,2021-10-01,2021-10-01
84,Bournemouth,ENG,2,1626.24975586,2021-10-01,2021-10-01
85,Braga,POR,1,1623.6529541,2021-10-01,2021-10-01
86,Rangers,SCO,1,1622.82543945,2021-10-01,2021-10-01
87,Alkmaar,NED,1,1622.22058105,2021-10-01,2021-10-01
88,Mallorca,ESP,1,1620.3236084,2021-10-01,2021-10-01
89,Lens,FRA,1,1617.27941895,2021-10-01,2021-10-01
90,Norwich,ENG,1,1617.02990723,2021-10-01,2021-10-02
91,Montpellier,FRA,1,1614.37438965,2021-10-01,2021-10-02
92,Getafe,ESP,1,1610.36181641,2021-10-01,2021-10-03
93,Partizan,SRB,1,1607.97668457,2021-10-01,2021-10-03
94,FC Kobenhavn,DEN,1,1606.67468262,2021-10-01,2021-10-03
95,Bielefeld,GER,1,1602.49926758,2021-10-01,2021-10-03
96,Reims,FRA,1,1600.33703613,2021-10-01,2021-10-01
97,Cadiz,ESP,1,1597.51025391,2021-10-01,2021-10-01
98,Alaves,ESP,1,1597.01611328,2021-10-01,2021-10-01
99,Eibar,ESP,2,1596.79040527,2021-10-01,2021-10-01
100,Torino,ITA,1,1595.49768066,2021-10-01,2021-10-01
None,Genoa,ITA,1,1594.86901855,2021-10-01,2021-10-01
None,Elche,ESP,1,1591.63842773,2021-10-01,2021-10-02
None,Bologna,ITA,1,1590.87988281,2021-10-01,2021-10-03
None,Almeria,ESP,2,1590.1138916,2021-10-01,2021-10-04
None,Udinese,ITA,1,1589.45825195,2021-10-01,2021-10-03
None,Augsburg,GER,1,1589.37780762,2021-10-01,2021-10-02
None,Huesca,ESP,2,1585.80297852,2021-10-01,2021-10-02
None,Nantes,FRA,1,1582.84130859,2021-10-01,2021-10-03
None,Sparta Praha,CZE,1,1582.12426758,2021-10-01,2021-10-03
None,Strasbourg,FRA,1,1580.63232422,2021-10-01,2021-10-02
None,Lok Moskva,RUS,1,1580.10668945,2021-10-01,2021-10-03
None,Midtjylland,DEN,1,1578.42651367,2021-10-01,2021-10-03
None,Verona,ITA,1,1578.23168945,2021-10-01,2021-10-03
None,Sheffield United,ENG,2,1577.25354004,2021-10-01,2021-10-02
None,Leganes,ESP,2,1576.05822754,2021-10-01,2021-10-03
None,Lorient,FRA,1,1575.10217285,2021-10-01,2021-10-03
None,Basel,SUI,1,1573.89367676,2021-10-01,2021-10-03
None,Valladolid,ESP,2,1573.18066406,2021-10-01,2021-10-01
None,Girona,ESP,2,1569.76367188,2021-10-01,2021-10-04
None,Angers,FRA,1,1569.36279297,2021-10-01,2021-10-03
None,Utrecht,NED,1,1569.16162109,2021-10-01,2021-10-03
None,Sturm Graz,AUT,1,1569.07458496,2021-10-01,2021-10-03
None,PAOK,GRE,1,1564.0892334,2021-10-01,2021-10-03
None,Genk,BEL,1,1563.21582031,2021-10-01,2021-10-03
None,Bochum,GER,1,1559.97155762,2021-10-01,2021-10-02
None,Werder,GER,2,1559.78942871,2021-10-01,2021-10-01
None,Malmoe,SWE,1,1559.75195312,2021-09-30,2021-10-03
None,Cagliari,ITA,1,1558.08935547,2021-10-01,2021-10-01
None,Gijon,ESP,2,1557.67224121,2021-10-01,2021-10-02
None,Hamburg,GER,2,1555.65673828,2021-10-01,2021-10-01
None,Empoli,ITA,1,1554.83776855,2021-10-01,2021-10-03
None,Gent,BEL,1,1553.38891602,2021-10-01,2021-10-03
None,Molde,NOR,1,1552.5546875,2021-10-01,2021-10-03
None,Galatasaray,TUR,1,1550.92590332,2021-10-01,2021-10-03
None,Besiktas,TUR,1,1548.91992188,2021-10-01,2021-10-02
None,Bodoe Glimt,NOR,1,1542.92431641,2021-10-01,2021-10-03
None,LASK,AUT,1,1540.45446777,2021-10-01,2021-10-03
None,Bordeaux,FRA,1,1540.25561523,2021-10-01,2021-10-03
None,QPR,ENG,2,1538.85046387,2021-10-01,2021-10-02
None,Rapid Wien,AUT,1,1538.42126465,2021-10-01,2021-10-03
None,Antwerp,BEL,1,1536.70800781,2021-10-01,2021-10-03
None,Duesseldorf,GER,2,1536.59338379,2021-10-01,2021-10-02
None,Metz,FRA,1,1535.21289062,2021-10-01,2021-10-03
None,Anderlecht,BEL,1,1534.90917969,2021-10-01,2021-10-03
None,CSKA Moskva,RUS,1,1534.59484863,2021-10-01,2021-10-02
None,Paderborn,GER,2,1534.24194336,2021-10-01,2021-10-02
None,Saint-Etienne,FRA,1,1532.54467773,2021-10-01,2021-10-03
None,Fenerbahce,TUR,1,1532.23022461,2021-10-01,2021-10-03
None,Fuerth,GER,1,1531.9362793,2021-10-01,2021-10-01
None,Blackburn,ENG,2,1531.26306152,2021-10-01,2021-10-02
None,Spezia,ITA,1,1531.15771484,2021-10-01,2021-10-03
None,Ferencvaros,HUN,1,1530.20202637,2021-10-01,2021-10-03
None,Trabzonspor,TUR,1,1529.24816895,2021-10-01,2021-10-02
None,Clermont,FRA,1,1527.92724609,2021-10-01,2021-10-03
None,Dynamo Moskva,RUS,1,1527.63964844,2021-10-01,2021-10-02
None,Swansea,ENG,2,1527.10583496,2021-10-01,2021-10-02
None,FC Krasnodar,RUS,1,1526.84558105,2021-10-01,2021-10-02
None,Schalke,GER,2,1526.52392578,2021-10-01,2021-10-03
None,Osijek,CRO,1,1525.37194824,2021-10-01,2021-10-03
None,M Tel Aviv,ISR,1,1524.95263672,2021-10-01,2021-10-03
None,Toulouse,FRA,2,1524.75634766,2021-10-01,2021-10-02
None,Benevento,ITA,2,1524.53869629,2021-10-01,2021-10-03
None,Cardiff,ENG,2,1523.39855957,2021-10-01,2021-10-02
None,Viktoria Plzen,CZE,1,1522.47790527,2021-10-01,2021-10-02
None,Legia,POL,1,1521.97436523,2021-10-01,2021-10-03
None,Tenerife,ESP,2,1521.5324707,2021-10-01,2021-10-02
None,Spartak Moskva,RUS,1,1520.76721191,2021-10-01,2021-10-03
None,Troyes,FRA,1,1520.13269043,2021-10-01,2021-10-03
None,Stoke,ENG,2,1518.57336426,2021-10-01,2021-10-01
None,Vitesse,NED,1,1518.12915039,2021-10-01,2021-10-03
None,Celtic,SCO,1,1517.66174316,2021-10-01,2021-10-03
None,Razgrad,BUL,1,1516.9284668,2021-10-01,2021-10-03
None,CSKA Sofia,BUL,1,1515.93774414,2021-10-01,2021-10-03
None,Oviedo,ESP,2,1514.90942383,2021-10-01,2021-10-02
None,CFR Cluj,ROM,1,1514.56274414,2021-10-01,2021-10-03
None,Sochi,RUS,1,1514.42553711,2021-10-01,2021-10-03
None,Rijeka,CRO,1,1514.23864746,2021-10-01,2021-10-02
None,Darmstadt,GER,2,1514.11999512,2021-10-01,2021-10-03
None,Brest,FRA,1,1513.39501953,2021-10-01,2021-10-02
None,Fuenlabrada,ESP,2,1512.10437012,2021-10-01,2021-10-03
None,Heidenheim,GER,2,1509.1842041,2021-10-01,2021-10-01
None,Ponferradina,ESP,2,1509.11975098,2021-10-01,2021-10-01
None,Las Palmas,ESP,2,1507.9095459,2021-10-01,2021-10-03
None,Zorya,UKR,1,1506.02661133,2021-10-01,2021-10-15
None,Brescia,ITA,2,1505.16577148,2021-10-01,2021-10-03
None,Millwall,ENG,2,1502.93579102,2021-10-01,2021-10-02
None,Lecce,ITA,2,1502.41540527,2021-10-01,2021-10-01
None,Barnsley,ENG,2,1500.95922852,2021-10-01,2021-10-02
None,Karlsruhe,GER,2,1499.8996582,2021-10-01,2021-10-02
None,Reading,ENG,2,1499.74719238,2021-10-01,2021-10-02
None,Preston,ENG,2,1498.82287598,2021-10-01,2021-10-02
None,St Pauli,GER,2,1496.82250977,2021-10-01,2021-10-03
None,Holstein,GER,2,1495.82958984,2021-10-01,2021-10-02
None,Nuernberg,GER,2,1495.6796875,2021-10-01,2021-10-02
None,Karabakh Agdam,AZE,0,1494.49719238,2021-10-01,2021-10-21
None,AEK,GRE,1,1493.71582031,2021-10-01,2021-10-03
None,Brondby,DEN,1,1493.63696289,2021-10-01,2021-10-03
None,Luton,ENG,2,1491.6505127,2021-10-01,2021-10-02
None,Maccabi Haifa,ISR,1,1491.18212891,2021-10-01,2021-10-03
None,Sheriff Tiraspol,MOL,0,1490.00817871,2021-09-29,2021-10-19
None,Middlesbrough,ENG,2,1489.74938965,2021-10-01,2021-10-02
None,Coventry,ENG,2,1488.67407227,2021-10-01,2021-10-02
None,Rubin Kazan,RUS,1,1487.90795898,2021-10-01,2021-10-02
None,Auxerre,FRA,2,1485.25671387,2021-10-01,2021-10-02
None,Venezia,ITA,1,1484.3190918,2021-10-01,2021-10-01
None,Moreirense,POR,1,1483.84484863,2021-10-01,2021-10-01
None,Nimes,FRA,2,1483.31713867,2021-10-01,2021-10-02
None,Rosenborg,NOR,1,1481.56140137,2021-10-01,2021-10-03
None,Regensburg,GER,2,1480.82666016,2021-10-01,2021-10-02
None,Malaga,ESP,2,1480.36950684,2021-10-01,2021-10-03
None,Djurgarden,SWE,1,1480.14733887,2021-09-30,2021-10-03
None,Parma,ITA,2,1479.63830566,2021-10-01,2021-10-02
None,Austria Wien,AUT,1,1479.3717041,2021-10-01,2021-10-02
None,Slovacko,CZE,1,1478.98425293,2021-10-01,2021-10-02
None,Sivasspor,TUR,1,1477.72937012,2021-10-01,2021-10-02
None,Guimaraes,POR,1,1477.3079834,2021-10-01,2021-10-01
None,Mirandes,ESP,2,1476.15612793,2021-10-01,2021-10-03
None,Mechelen,BEL,1,1474.48864746,2021-10-01,2021-10-01
None,Zaragoza,ESP,2,1474.44104004,2021-10-01,2021-10-02
None,Huddersfield,ENG,2,1473.1685791,2021-10-01,2021-10-02
None,Forest,ENG,2,1472.37731934,2021-10-01,2021-10-02
None,Ibiza Eivissa,ESP,2,1470.33435059,2021-10-01,2021-10-03
None,Hajduk,CRO,1,1469.91369629,2021-10-01,2021-10-03
None,Santa Clara,POR,1,1468.65270996,2021-10-01,2021-10-02
None,Apollon Lemesos,CYP,0,1467.67431641,2021-10-01,2021-10-21
None,Lugano,SUI,1,1467.07287598,2021-10-01,2021-10-02
None,Willem II,NED,1,1464.49816895,2021-10-01,2021-10-02
None,Boavista,POR,1,1464.09863281,2021-10-01,2021-10-03
None,Pacos Ferreira,POR,1,1463.32885742,2021-10-01,2021-10-02
None,Cartagena,ESP,2,1462.87145996,2021-10-01,2021-10-03
None,Charleroi,BEL,1,1462.80895996,2021-10-01,2021-10-02
None,Pisa,ITA,2,1462.3704834,2021-10-01,2021-10-02
None,Monza,ITA,2,1461.69836426,2021-10-01,2021-10-01
None,Twente,NED,1,1460.29016113,2021-10-01,2021-10-01
None,Salernitana,ITA,1,1460.10705566,2021-10-01,2021-10-02
None,Famalicao,POR,1,1457.6706543,2021-10-01,2021-10-01
None,Zuerich,SUI,1,1457.46166992,2021-10-01,2021-10-03
None,Groningen,NED,1,1457.0,2021-10-01,2021-10-01
None,Hannover,GER,2,1456.51489258,2021-10-01,2021-10-02
None,Gil Vicente,POR,1,1456.1607666,2021-10-01,2021-10-03
None,Panathinaikos,GRE,1,1456.13647461,2021-10-01,2021-10-03
None,Aalborg,DEN,1,1455.9810791,2021-10-01,2021-10-03
None,Rakow,POL,1,1454.11962891,2021-10-01,2021-10-03
None,Paris FC,FRA,2,1453.42163086,2021-10-01,2021-10-02
None,Cremonese,ITA,2,1453.13879395,2021-10-01,2021-10-02
None,Wolfsberg,AUT,1,1452.79040527,2021-10-01,2021-10-02
None,Frosinone,ITA,2,1451.69995117,2021-10-01,2021-10-02
None,Jablonec,CZE,1,1451.55541992,2021-10-01,2021-10-03
None,Cittadella,ITA,2,1451.54553223,2021-10-01,2021-10-02
None,Derby,ENG,2,1451.38952637,2021-10-01,2021-10-02
None,Burgos,ESP,2,1449.97558594,2021-10-01,2021-10-03
None,AIK,SWE,1,1449.51464844,2021-09-30,2021-10-03
None,Portimonense,POR,1,1448.53186035,2021-10-01,2021-10-03
None,Heracles,NED,1,1448.02929688,2021-10-01,2021-10-02
None,Lugo,ESP,2,1447.98803711,2021-10-01,2021-10-03
None,Norrkoeping,SWE,1,1447.10266113,2021-09-30,2021-10-03
None,Alcorcon,ESP,2,1446.62988281,2021-10-01,2021-10-02
None,Birmingham,ENG,2,1445.98596191,2021-10-01,2021-10-02
None,Hammarby,SWE,1,1445.62731934,2021-09-30,2021-10-03
None,Eupen,BEL,1,1445.29870605,2021-10-01,2021-10-03
None,Servette,SUI,1,1444.4934082,2021-10-01,2021-10-03
None,Lech,POL,1,1443.18212891,2021-10-01,2021-10-02
None,Hatayspor,TUR,1,1442.3737793,2021-10-01,2021-10-03
None,Blackpool,ENG,2,1442.22424316,2021-10-01,2021-10-02
None,Amorebieta,ESP,2,1441.88879395,2021-10-01,2021-10-02
None,Crotone,ITA,2,1440.61547852,2021-10-01,2021-10-02
None,Terek Grozny,RUS,1,1440.41040039,2021-10-01,2021-10-03
None,Belenenses,POR,1,1439.69421387,2021-10-01,2021-10-03
None,Dresden,GER,2,1439.69226074,2021-10-01,2021-10-03
None,Reggina,ITA,2,1438.94396973,2021-10-01,2021-10-02
None,Banik Ostrava,CZE,1,1438.63134766,2021-10-01,2021-10-03
None,Standard,BEL,1,1438.33032227,2021-10-01,2021-10-01
None,Sociedad B,ESP,2,1438.08642578,2021-10-01,2021-10-02
None,Bristol City,ENG,2,1437.60742188,2021-10-01,2021-10-02
None,Sochaux,FRA,2,1436.77026367,2021-10-01,2021-10-02
None,Heerenveen,NED,1,1435.28088379,2021-10-01,2021-10-02
None,Aris,GRE,1,1435.21008301,2021-10-01,2021-10-02
None,Ajaccio,FRA,2,1433.42358398,2021-10-01,2021-10-02
None,Randers,DEN,1,1433.27429199,2021-10-01,2021-10-03
None,Hartberg,AUT,1,1432.93359375,2021-10-01,2021-10-03
None,Alanyaspor,TUR,1,1432.53674316,2021-10-01,2021-10-02
None,Oostende,BEL,1,1431.50366211,2021-10-01,2021-10-02
None,Steaua,ROM,1,1431.46936035,2021-10-01,2021-10-01
None,Nordsjaelland,DEN,1,1430.70849609,2021-10-01,2021-10-03
None,Spal,ITA,2,1429.60229492,2021-10-01,2021-10-02
None,Le Havre,FRA,2,1429.34277344,2021-10-01,2021-10-02
None,StGallen,SUI,1,1429.32543945,2021-10-01,2021-10-02
None,Beer-Sheva,ISR,1,1426.72460938,2021-10-01,2021-10-03
None,Aarhus,DEN,1,1423.61950684,2021-10-01,2021-10-03
None,Maritimo,POR,1,1421.61535645,2021-10-01,2021-10-01
None,Peterboro,ENG,2,1421.32385254,2021-10-01,2021-10-02
None,Elfsborg,SWE,1,1421.02734375,2021-09-30,2021-10-01
None,Sion,SUI,1,1420.67529297,2021-10-01,2021-10-03
None,Sparta Rotterdam,NED,1,1419.06591797,2021-10-01,2021-10-03
None,Omonia,CYP,0,1417.1842041,2021-10-01,2021-10-21
None,Kortrijk,BEL,1,1416.48657227,2021-10-01,2021-10-02
None,Pogon,POL,1,1416.22583008,2021-10-01,2021-10-03
None,Hull,ENG,2,1416.15930176,2021-10-01,2021-10-02
None,Konyaspor,TUR,1,1415.5802002,2021-10-01,2021-10-02
None,Ascoli,ITA,2,1415.45068359,2021-10-01,2021-10-02
None,AEL Limassol,CYP,0,1415.3013916,2021-10-01,2021-10-21
None,Grenoble,FRA,2,1414.98669434,2021-10-01,2021-10-02
None,Rostov,RUS,1,1414.45922852,2021-10-01,2021-10-03
None,Fatih Karaguemruek,TUR,1,1414.45715332,2021-10-01,2021-10-01
None,Bueyueksehir,TUR,1,1414.44616699,2021-10-01,2021-10-01
None,Luzern,SUI,1,1413.29602051,2021-10-01,2021-10-03
None,FC Khimki,RUS,1,1412.8626709,2021-10-01,2021-10-02
None,Anorthosis,CYP,0,1411.46655273,2021-10-01,2021-10-21
None,Guingamp,FRA,2,1411.29211426,2021-10-01,2021-10-02
None,Desna,UKR,1,1411.05212402,2021-10-01,2021-10-17
None,Estoril,POR,1,1410.40759277,2021-10-01,2021-10-03
None,HNK Gorica,CRO,1,1410.36523438,2021-10-01,2021-10-01
None,Wattens,AUT,1,1410.26794434,2021-10-01,2021-10-03
None,Olexandriya,UKR,1,1409.18286133,2021-10-01,2021-10-03
None,FK Astana,KAZ,0,1409.04968262,2021-10-01,2021-10-21
None,St Gillis,BEL,1,1408.50817871,2021-10-01,2021-10-02
None,Viking,NOR,1,1408.3302002,2021-10-01,2021-10-02
None,St Truiden,BEL,1,1407.77966309,2021-10-01,2021-10-02
None,Kristiansund,NOR,1,1405.37353516,2021-10-01,2021-10-03
None,Slovan Liberec,CZE,1,1403.85339355,2021-10-01,2021-10-03
None,Sittard,NED,1,1402.97924805,2021-10-01,2021-10-02
None,Klagenfurt,AUT,1,1402.88049316,2021-10-01,2021-10-02
None,Zulte Waregem,BEL,1,1401.90234375,2021-10-01,2021-10-03
None,Sandhausen,GER,2,1400.63830566,2021-10-01,2021-10-03
None,Vorskla,UKR,1,1399.42687988,2021-10-01,2021-10-02
None,Asteras Tripolis,GRE,1,1399.05102539,2021-10-01,2021-10-02
None,Lechia,POL,1,1398.84851074,2021-10-01,2021-10-03
None,Dijon,FRA,2,1398.10534668,2021-10-01,2021-10-02
None,Ufa,RUS,1,1396.97155762,2021-10-01,2021-10-03
None,Aue,GER,2,1396.40771484,2021-10-01,2021-10-01
None,Grasshoppers,SUI,1,1395.2779541,2021-10-01,2021-10-02
None,Slask,POL,1,1394.37231445,2021-10-01,2021-10-02
None,Rostock,GER,2,1394.17175293,2021-10-01,2021-10-02
None,Tondela,POR,1,1393.0904541,2021-10-01,2021-10-03
None,Lausanne,SUI,1,1392.72839355,2021-10-01,2021-10-02
None,Gaziantep FK,TUR,1,1392.51916504,2021-10-01,2021-10-03
None,Pau,FRA,2,1392.1973877,2021-10-01,2021-10-02
None,Valerenga,NOR,1,1391.9519043,2021-10-01,2021-10-03
None,Odense,DEN,1,1390.70874023,2021-10-01,2021-10-01
None,Sverdlovsk,RUS,1,1389.15991211,2021-10-01,2021-10-03
None,Kolos,UKR,1,1387.04711914,2021-10-01,2021-10-02
None,Piast Gliwice,POL,1,1386.6114502,2021-10-01,2021-10-01
None,Dnipro,UKR,1,1386.27600098,2021-10-01,2021-10-02
None,Zwolle,NED,1,1385.65344238,2021-10-01,2021-10-02
None,Zilina,SLK,0,1385.60546875,2021-10-01,2021-10-21
None,Sigma Olomouc,CZE,1,1385.27185059,2021-10-01,2021-10-02
None,Perugia,ITA,2,1385.17712402,2021-10-01,2021-10-03
None,Ried,AUT,1,1383.1661377,2021-10-01,2021-10-02
None,Haecken,SWE,1,1382.84350586,2021-09-30,2021-10-03
None,Craiova,ROM,1,1381.96105957,2021-10-01,2021-10-03
None,Leuven,BEL,1,1381.92407227,2021-10-01,2021-10-02
None,Kryliya Sovetov,RUS,1,1381.85693359,2021-10-01,2021-10-02
None,Slovan Bratislava,SLK,0,1380.94152832,2021-10-01,2021-10-21
None,Trnava,SLK,0,1379.91003418,2021-10-01,2021-10-21
None,Bohemians Praha,CZE,1,1378.96264648,2021-10-01,2021-10-02
None,Amiens,FRA,2,1378.34545898,2021-10-01,2021-10-02
None,Altach,AUT,1,1376.07385254,2021-10-01,2021-10-02
None,Hibernian,SCO,1,1374.96813965,2021-10-01,2021-10-03
None,Cosenza,ITA,2,1373.82861328,2021-10-01,2021-10-02
None,Rodez,FRA,2,1373.45788574,2021-10-01,2021-10-02
None,Cambuur,NED,1,1372.54125977,2021-10-01,2021-10-03
None,Nizhny Novgorod,RUS,1,1372.29333496,2021-10-01,2021-10-02
None,Dunajska,SLK,0,1371.85351562,2021-10-01,2021-10-21
None,Mlada Boleslav,CZE,1,1371.81738281,2021-10-01,2021-10-03
None,Caen,FRA,2,1370.52966309,2021-10-01,2021-10-02
None,Ingolstadt,GER,2,1370.18835449,2021-10-01,2021-10-03
None,Vizela,POR,1,1370.09594727,2021-10-01,2021-10-02
None,Ternana,ITA,2,1366.99194336,2021-10-01,2021-10-02
None,Lubin,POL,1,1365.09069824,2021-10-01,2021-10-01
None,Cukaricki,SRB,1,1364.81262207,2021-10-01,2021-10-02
None,Lok Plovdiv,BUL,1,1363.45544434,2021-10-01,2021-10-01
None,Kayseri,TUR,1,1362.34631348,2021-10-01,2021-10-02
None,Kasimpasa,TUR,1,1361.77429199,2021-10-01,2021-10-03
None,Valenciennes,FRA,2,1359.49499512,2021-10-01,2021-10-02
None,Pordenone,ITA,2,1358.78820801,2021-10-01,2021-10-03
None,Videoton,HUN,1,1357.67565918,2021-10-01,2021-10-02
None,Arouca,POR,1,1357.22241211,2021-10-01,2021-10-02
None,Cracovia,POL,1,1356.29736328,2021-10-01,2021-10-02
None,Tula,RUS,1,1355.89855957,2021-10-01,2021-10-02
None,Cercle Brugge,BEL,1,1355.39001465,2021-10-01,2021-10-02
None,Vicenza,ITA,2,1355.05041504,2021-10-01,2021-10-03
None,Antalyaspor,TUR,1,1354.86450195,2021-10-01,2021-10-01
None,Odd Grenland,NOR,1,1354.72888184,2021-10-01,2021-10-03
None,Goeztepe,TUR,1,1353.109375,2021-10-01,2021-10-02
None,Niort,FRA,2,1351.5423584,2021-10-01,2021-10-02
None,Botosani,ROM,1,1350.95251465,2021-10-01,2021-10-04
None,Admira,AUT,1,1350.1829834,2021-10-01,2021-10-02
None,Altay,TUR,1,1349.86303711,2021-10-01,2021-10-03
None,Como,ITA,2,1347.67749023,2021-10-01,2021-10-03
None,Haugesund,NOR,1,1345.77026367,2021-10-01,2021-10-03
None,Nancy,FRA,2,1345.76611328,2021-10-01,2021-10-02
None,Waalwijk,NED,1,1345.3572998,2021-10-01,2021-10-02
None,Malatyaspor,TUR,1,1344.19750977,2021-10-01,2021-10-03
None,Nijmegen,NED,1,1343.71850586,2021-10-01,2021-10-02
None,Seraing,BEL,1,1342.35791016,2021-10-01,2021-10-03
None,Mjaellby,SWE,1,1339.89440918,2021-09-30,2021-10-03
None,Lillestrom,NOR,1,1338.87658691,2021-10-01,2021-10-02
None,Novi Sad,SRB,1,1337.44494629,2021-10-01,2021-10-03
None,Vaduz,LIE,0,1336.53601074,2021-10-01,2021-10-20
None,Sepsi,ROM,1,1335.56213379,2021-10-01,2021-10-02
